id,work_activity
14074,Analyze and understand data to influence product or business decisions
14081,Do research that advances the state of the art of machine learning
14083,Analyze and understand data to influence product or business decisions
14083,Do research that advances the state of the art of machine learning
14083,Build and/or run a machine learning service that operationally improves my product or workflows
14083,Build prototypes to explore applying machine learning to new areas
14083,Experimentation and iteration to improve existing ML models
14084,Build and/or run a machine learning service that operationally improves my product or workflows
14084,Do research that advances the state of the art of machine learning
14084,Experimentation and iteration to improve existing ML models
14084,Analyze and understand data to influence product or business decisions
14084,Build prototypes to explore applying machine learning to new areas
14084,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14086,Other
14087,Other
14092,Analyze and understand data to influence product or business decisions
14092,Experimentation and iteration to improve existing ML models
14092,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14093,Analyze and understand data to influence product or business decisions
14098,Analyze and understand data to influence product or business decisions
14101,Build prototypes to explore applying machine learning to new areas
14105,Analyze and understand data to influence product or business decisions
14105,Do research that advances the state of the art of machine learning
14105,Build prototypes to explore applying machine learning to new areas
14106,None of these activities are an important part of my role at work
14113,Do research that advances the state of the art of machine learning
14113,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14117,None of these activities are an important part of my role at work
14121,Build and/or run a machine learning service that operationally improves my product or workflows
14121,Experimentation and iteration to improve existing ML models
14121,Build prototypes to explore applying machine learning to new areas
14122,Build prototypes to explore applying machine learning to new areas
14122,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14122,Do research that advances the state of the art of machine learning
14122,Analyze and understand data to influence product or business decisions
14123,Analyze and understand data to influence product or business decisions
14124,Experimentation and iteration to improve existing ML models
14124,Analyze and understand data to influence product or business decisions
14124,Build prototypes to explore applying machine learning to new areas
14126,Experimentation and iteration to improve existing ML models
14126,Do research that advances the state of the art of machine learning
14126,Analyze and understand data to influence product or business decisions
14127,Build and/or run a machine learning service that operationally improves my product or workflows
14127,Build prototypes to explore applying machine learning to new areas
14127,Analyze and understand data to influence product or business decisions
14128,None of these activities are an important part of my role at work
14134,Experimentation and iteration to improve existing ML models
14136,Build prototypes to explore applying machine learning to new areas
14137,Experimentation and iteration to improve existing ML models
14137,Build and/or run a machine learning service that operationally improves my product or workflows
14137,Do research that advances the state of the art of machine learning
14137,Build prototypes to explore applying machine learning to new areas
14137,Analyze and understand data to influence product or business decisions
14137,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14139,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14139,Analyze and understand data to influence product or business decisions
14140,Do research that advances the state of the art of machine learning
14140,Experimentation and iteration to improve existing ML models
14140,Build prototypes to explore applying machine learning to new areas
14140,Build and/or run a machine learning service that operationally improves my product or workflows
14140,Analyze and understand data to influence product or business decisions
14140,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14141,Other
14144,Build prototypes to explore applying machine learning to new areas
14144,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14144,Build and/or run a machine learning service that operationally improves my product or workflows
14144,Analyze and understand data to influence product or business decisions
14146,None of these activities are an important part of my role at work
14147,Analyze and understand data to influence product or business decisions
14150,Analyze and understand data to influence product or business decisions
14150,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14152,Analyze and understand data to influence product or business decisions
14153,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14155,Build prototypes to explore applying machine learning to new areas
14155,Analyze and understand data to influence product or business decisions
14155,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14157,None of these activities are an important part of my role at work
14158,Analyze and understand data to influence product or business decisions
14158,Experimentation and iteration to improve existing ML models
14158,Build and/or run a machine learning service that operationally improves my product or workflows
14158,Build prototypes to explore applying machine learning to new areas
14158,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14159,Analyze and understand data to influence product or business decisions
14159,Experimentation and iteration to improve existing ML models
14159,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14163,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14163,Analyze and understand data to influence product or business decisions
14166,Do research that advances the state of the art of machine learning
14169,Analyze and understand data to influence product or business decisions
14171,Analyze and understand data to influence product or business decisions
14175,Analyze and understand data to influence product or business decisions
14177,None of these activities are an important part of my role at work
14180,Analyze and understand data to influence product or business decisions
14180,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14182,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14182,Build and/or run a machine learning service that operationally improves my product or workflows
14182,Do research that advances the state of the art of machine learning
14182,Build prototypes to explore applying machine learning to new areas
14182,Experimentation and iteration to improve existing ML models
14183,Analyze and understand data to influence product or business decisions
14183,Build prototypes to explore applying machine learning to new areas
14188,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14188,Analyze and understand data to influence product or business decisions
14188,Build prototypes to explore applying machine learning to new areas
14196,None of these activities are an important part of my role at work
14199,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14199,Experimentation and iteration to improve existing ML models
14199,Build prototypes to explore applying machine learning to new areas
14201,Experimentation and iteration to improve existing ML models
14201,Analyze and understand data to influence product or business decisions
14204,Analyze and understand data to influence product or business decisions
14204,Do research that advances the state of the art of machine learning
14204,Build and/or run a machine learning service that operationally improves my product or workflows
14204,Build prototypes to explore applying machine learning to new areas
14204,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14204,Experimentation and iteration to improve existing ML models
14206,None of these activities are an important part of my role at work
14211,Do research that advances the state of the art of machine learning
14211,Analyze and understand data to influence product or business decisions
14211,Build prototypes to explore applying machine learning to new areas
14211,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14211,Experimentation and iteration to improve existing ML models
14211,Build and/or run a machine learning service that operationally improves my product or workflows
14212,Build prototypes to explore applying machine learning to new areas
14212,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14212,Analyze and understand data to influence product or business decisions
14219,Build prototypes to explore applying machine learning to new areas
14219,Experimentation and iteration to improve existing ML models
14219,Do research that advances the state of the art of machine learning
14225,Build and/or run a machine learning service that operationally improves my product or workflows
14225,Analyze and understand data to influence product or business decisions
14225,Build prototypes to explore applying machine learning to new areas
14230,Analyze and understand data to influence product or business decisions
14231,Analyze and understand data to influence product or business decisions
14231,Experimentation and iteration to improve existing ML models
14231,Do research that advances the state of the art of machine learning
14231,Build and/or run a machine learning service that operationally improves my product or workflows
14234,None of these activities are an important part of my role at work
14236,Do research that advances the state of the art of machine learning
14236,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14238,None of these activities are an important part of my role at work
14250,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14250,Analyze and understand data to influence product or business decisions
14250,Build prototypes to explore applying machine learning to new areas
14251,Build prototypes to explore applying machine learning to new areas
14251,Experimentation and iteration to improve existing ML models
14251,Analyze and understand data to influence product or business decisions
14252,Experimentation and iteration to improve existing ML models
14252,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14252,Analyze and understand data to influence product or business decisions
14252,Build prototypes to explore applying machine learning to new areas
14254,Build prototypes to explore applying machine learning to new areas
14254,Experimentation and iteration to improve existing ML models
14254,Do research that advances the state of the art of machine learning
14254,Analyze and understand data to influence product or business decisions
14254,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14254,Build and/or run a machine learning service that operationally improves my product or workflows
14257,Analyze and understand data to influence product or business decisions
14257,Do research that advances the state of the art of machine learning
14257,Build prototypes to explore applying machine learning to new areas
14257,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14258,Build prototypes to explore applying machine learning to new areas
14258,Experimentation and iteration to improve existing ML models
14258,Analyze and understand data to influence product or business decisions
14260,Build and/or run a machine learning service that operationally improves my product or workflows
14260,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14262,Build prototypes to explore applying machine learning to new areas
14262,Other
14262,Analyze and understand data to influence product or business decisions
14263,None of these activities are an important part of my role at work
14266,Analyze and understand data to influence product or business decisions
14266,Do research that advances the state of the art of machine learning
14269,Do research that advances the state of the art of machine learning
14271,Analyze and understand data to influence product or business decisions
14271,Experimentation and iteration to improve existing ML models
14271,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14271,Build and/or run a machine learning service that operationally improves my product or workflows
14271,Build prototypes to explore applying machine learning to new areas
14279,Analyze and understand data to influence product or business decisions
14281,None of these activities are an important part of my role at work
14282,Build prototypes to explore applying machine learning to new areas
14282,Do research that advances the state of the art of machine learning
14282,Build and/or run a machine learning service that operationally improves my product or workflows
14284,Analyze and understand data to influence product or business decisions
14287,Analyze and understand data to influence product or business decisions
14291,Analyze and understand data to influence product or business decisions
14291,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14292,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14292,Analyze and understand data to influence product or business decisions
14293,Analyze and understand data to influence product or business decisions
14293,Do research that advances the state of the art of machine learning
14293,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14293,Build and/or run a machine learning service that operationally improves my product or workflows
14293,Build prototypes to explore applying machine learning to new areas
14294,None of these activities are an important part of my role at work
14295,Build prototypes to explore applying machine learning to new areas
14295,Do research that advances the state of the art of machine learning
14296,Other
14298,Analyze and understand data to influence product or business decisions
14299,Do research that advances the state of the art of machine learning
14299,Analyze and understand data to influence product or business decisions
14301,Analyze and understand data to influence product or business decisions
14301,Do research that advances the state of the art of machine learning
14304,None of these activities are an important part of my role at work
14308,Build and/or run a machine learning service that operationally improves my product or workflows
14309,None of these activities are an important part of my role at work
14311,Analyze and understand data to influence product or business decisions
14311,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14311,Build prototypes to explore applying machine learning to new areas
14312,Experimentation and iteration to improve existing ML models
14312,Analyze and understand data to influence product or business decisions
14312,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14312,Do research that advances the state of the art of machine learning
14312,Build and/or run a machine learning service that operationally improves my product or workflows
14312,Build prototypes to explore applying machine learning to new areas
14313,Analyze and understand data to influence product or business decisions
14313,Build prototypes to explore applying machine learning to new areas
14313,Experimentation and iteration to improve existing ML models
14315,Analyze and understand data to influence product or business decisions
14316,Other
14318,Analyze and understand data to influence product or business decisions
14322,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14324,None of these activities are an important part of my role at work
14325,Experimentation and iteration to improve existing ML models
14325,Analyze and understand data to influence product or business decisions
14327,Analyze and understand data to influence product or business decisions
14330,None of these activities are an important part of my role at work
14333,None of these activities are an important part of my role at work
14334,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14334,Analyze and understand data to influence product or business decisions
14336,Build prototypes to explore applying machine learning to new areas
14336,Build and/or run a machine learning service that operationally improves my product or workflows
14336,Experimentation and iteration to improve existing ML models
14336,Analyze and understand data to influence product or business decisions
14336,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14336,Do research that advances the state of the art of machine learning
14338,Analyze and understand data to influence product or business decisions
14340,Build prototypes to explore applying machine learning to new areas
14340,Analyze and understand data to influence product or business decisions
14340,Experimentation and iteration to improve existing ML models
14340,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14341,Do research that advances the state of the art of machine learning
14341,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14343,Do research that advances the state of the art of machine learning
14343,Build prototypes to explore applying machine learning to new areas
14343,Analyze and understand data to influence product or business decisions
14343,Experimentation and iteration to improve existing ML models
14345,Analyze and understand data to influence product or business decisions
14345,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14345,Build and/or run a machine learning service that operationally improves my product or workflows
14345,Experimentation and iteration to improve existing ML models
14345,Build prototypes to explore applying machine learning to new areas
14350,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14351,Experimentation and iteration to improve existing ML models
14351,Analyze and understand data to influence product or business decisions
14353,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14353,Analyze and understand data to influence product or business decisions
14354,Build prototypes to explore applying machine learning to new areas
14357,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14360,Analyze and understand data to influence product or business decisions
14360,Experimentation and iteration to improve existing ML models
14360,Do research that advances the state of the art of machine learning
14360,Build and/or run a machine learning service that operationally improves my product or workflows
14360,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14362,Build and/or run a machine learning service that operationally improves my product or workflows
14362,Do research that advances the state of the art of machine learning
14366,None of these activities are an important part of my role at work
14370,Experimentation and iteration to improve existing ML models
14370,Build prototypes to explore applying machine learning to new areas
14370,Analyze and understand data to influence product or business decisions
14370,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14373,Analyze and understand data to influence product or business decisions
14374,Analyze and understand data to influence product or business decisions
14374,Experimentation and iteration to improve existing ML models
14379,Experimentation and iteration to improve existing ML models
14379,Build and/or run a machine learning service that operationally improves my product or workflows
14382,Build prototypes to explore applying machine learning to new areas
14387,Analyze and understand data to influence product or business decisions
14387,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14387,Build and/or run a machine learning service that operationally improves my product or workflows
14387,Build prototypes to explore applying machine learning to new areas
14387,Experimentation and iteration to improve existing ML models
14393,Build and/or run a machine learning service that operationally improves my product or workflows
14393,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14394,Build and/or run a machine learning service that operationally improves my product or workflows
14394,Analyze and understand data to influence product or business decisions
14394,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14397,Do research that advances the state of the art of machine learning
14397,Build and/or run a machine learning service that operationally improves my product or workflows
14397,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14397,Analyze and understand data to influence product or business decisions
14397,Experimentation and iteration to improve existing ML models
14397,Build prototypes to explore applying machine learning to new areas
14398,Do research that advances the state of the art of machine learning
14398,Analyze and understand data to influence product or business decisions
14398,Build prototypes to explore applying machine learning to new areas
14398,Build and/or run a machine learning service that operationally improves my product or workflows
14401,Build prototypes to explore applying machine learning to new areas
14407,Do research that advances the state of the art of machine learning
14407,Other
14410,None of these activities are an important part of my role at work
14412,None of these activities are an important part of my role at work
14414,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14417,Analyze and understand data to influence product or business decisions
14417,Build and/or run a machine learning service that operationally improves my product or workflows
14417,Experimentation and iteration to improve existing ML models
14420,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14420,Experimentation and iteration to improve existing ML models
14420,Analyze and understand data to influence product or business decisions
14423,Analyze and understand data to influence product or business decisions
14423,Build prototypes to explore applying machine learning to new areas
14424,Experimentation and iteration to improve existing ML models
14424,Build and/or run a machine learning service that operationally improves my product or workflows
14424,Analyze and understand data to influence product or business decisions
14424,Build prototypes to explore applying machine learning to new areas
14425,None of these activities are an important part of my role at work
14426,Build prototypes to explore applying machine learning to new areas
14426,Do research that advances the state of the art of machine learning
14426,Experimentation and iteration to improve existing ML models
14426,Analyze and understand data to influence product or business decisions
14426,Build and/or run a machine learning service that operationally improves my product or workflows
14426,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14428,Build prototypes to explore applying machine learning to new areas
14433,Build prototypes to explore applying machine learning to new areas
14433,Experimentation and iteration to improve existing ML models
14433,Do research that advances the state of the art of machine learning
14438,Build prototypes to explore applying machine learning to new areas
14442,Experimentation and iteration to improve existing ML models
14442,Build and/or run a machine learning service that operationally improves my product or workflows
14442,Analyze and understand data to influence product or business decisions
14452,Build prototypes to explore applying machine learning to new areas
14452,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14452,Analyze and understand data to influence product or business decisions
14453,Build and/or run a machine learning service that operationally improves my product or workflows
14455,Analyze and understand data to influence product or business decisions
14459,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14459,Build and/or run a machine learning service that operationally improves my product or workflows
14459,Analyze and understand data to influence product or business decisions
14459,Experimentation and iteration to improve existing ML models
14459,Do research that advances the state of the art of machine learning
14459,Build prototypes to explore applying machine learning to new areas
14464,Build prototypes to explore applying machine learning to new areas
14464,Experimentation and iteration to improve existing ML models
14471,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14471,Experimentation and iteration to improve existing ML models
14471,Build and/or run a machine learning service that operationally improves my product or workflows
14471,Analyze and understand data to influence product or business decisions
14471,Do research that advances the state of the art of machine learning
14471,Build prototypes to explore applying machine learning to new areas
14477,Build prototypes to explore applying machine learning to new areas
14477,Do research that advances the state of the art of machine learning
14477,Analyze and understand data to influence product or business decisions
14477,Build and/or run a machine learning service that operationally improves my product or workflows
14478,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14478,Do research that advances the state of the art of machine learning
14478,Experimentation and iteration to improve existing ML models
14478,Analyze and understand data to influence product or business decisions
14478,Build prototypes to explore applying machine learning to new areas
14478,Build and/or run a machine learning service that operationally improves my product or workflows
14479,Analyze and understand data to influence product or business decisions
14492,Analyze and understand data to influence product or business decisions
14492,Build prototypes to explore applying machine learning to new areas
14492,Experimentation and iteration to improve existing ML models
14498,Analyze and understand data to influence product or business decisions
14498,Build and/or run a machine learning service that operationally improves my product or workflows
14498,Experimentation and iteration to improve existing ML models
14500,Analyze and understand data to influence product or business decisions
14501,None of these activities are an important part of my role at work
14503,None of these activities are an important part of my role at work
14505,Do research that advances the state of the art of machine learning
14505,Analyze and understand data to influence product or business decisions
14505,Build prototypes to explore applying machine learning to new areas
14505,Experimentation and iteration to improve existing ML models
14508,Analyze and understand data to influence product or business decisions
14509,Experimentation and iteration to improve existing ML models
14509,Build and/or run a machine learning service that operationally improves my product or workflows
14509,Analyze and understand data to influence product or business decisions
14509,Build prototypes to explore applying machine learning to new areas
14510,Build and/or run a machine learning service that operationally improves my product or workflows
14510,Do research that advances the state of the art of machine learning
14514,None of these activities are an important part of my role at work
14515,Experimentation and iteration to improve existing ML models
14515,Build prototypes to explore applying machine learning to new areas
14515,Analyze and understand data to influence product or business decisions
14515,Build and/or run a machine learning service that operationally improves my product or workflows
14515,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14519,Analyze and understand data to influence product or business decisions
14519,Build prototypes to explore applying machine learning to new areas
14519,Experimentation and iteration to improve existing ML models
14519,Do research that advances the state of the art of machine learning
14521,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14522,Experimentation and iteration to improve existing ML models
14522,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14522,Build prototypes to explore applying machine learning to new areas
14522,Build and/or run a machine learning service that operationally improves my product or workflows
14522,Analyze and understand data to influence product or business decisions
14522,Do research that advances the state of the art of machine learning
14524,Analyze and understand data to influence product or business decisions
14525,Build and/or run a machine learning service that operationally improves my product or workflows
14526,Analyze and understand data to influence product or business decisions
14530,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14530,Build and/or run a machine learning service that operationally improves my product or workflows
14533,Other
14535,Other
14544,Build and/or run a machine learning service that operationally improves my product or workflows
14544,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14549,Build prototypes to explore applying machine learning to new areas
14550,Analyze and understand data to influence product or business decisions
14551,Experimentation and iteration to improve existing ML models
14551,Analyze and understand data to influence product or business decisions
14551,Build prototypes to explore applying machine learning to new areas
14552,Build prototypes to explore applying machine learning to new areas
14552,Analyze and understand data to influence product or business decisions
14554,Other
14557,None of these activities are an important part of my role at work
14560,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14560,Analyze and understand data to influence product or business decisions
14560,Do research that advances the state of the art of machine learning
14562,Analyze and understand data to influence product or business decisions
14562,Build and/or run a machine learning service that operationally improves my product or workflows
14563,Analyze and understand data to influence product or business decisions
14567,None of these activities are an important part of my role at work
14572,None of these activities are an important part of my role at work
14573,Analyze and understand data to influence product or business decisions
14575,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14575,Build and/or run a machine learning service that operationally improves my product or workflows
14576,Analyze and understand data to influence product or business decisions
14577,Do research that advances the state of the art of machine learning
14579,Build prototypes to explore applying machine learning to new areas
14579,Build and/or run a machine learning service that operationally improves my product or workflows
14579,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14580,Analyze and understand data to influence product or business decisions
14582,Do research that advances the state of the art of machine learning
14583,Analyze and understand data to influence product or business decisions
14587,Analyze and understand data to influence product or business decisions
14589,None of these activities are an important part of my role at work
14592,Build prototypes to explore applying machine learning to new areas
14592,Analyze and understand data to influence product or business decisions
14594,Analyze and understand data to influence product or business decisions
14594,Experimentation and iteration to improve existing ML models
14594,Do research that advances the state of the art of machine learning
14596,Build prototypes to explore applying machine learning to new areas
14596,Analyze and understand data to influence product or business decisions
14596,Build and/or run a machine learning service that operationally improves my product or workflows
14596,Experimentation and iteration to improve existing ML models
14602,Analyze and understand data to influence product or business decisions
14604,None of these activities are an important part of my role at work
14609,Build prototypes to explore applying machine learning to new areas
14609,Analyze and understand data to influence product or business decisions
14609,Build and/or run a machine learning service that operationally improves my product or workflows
14609,Experimentation and iteration to improve existing ML models
14609,Do research that advances the state of the art of machine learning
14609,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14613,None of these activities are an important part of my role at work
14614,Build prototypes to explore applying machine learning to new areas
14614,Experimentation and iteration to improve existing ML models
14614,Do research that advances the state of the art of machine learning
14616,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14616,Analyze and understand data to influence product or business decisions
14625,None of these activities are an important part of my role at work
14628,Experimentation and iteration to improve existing ML models
14628,Build and/or run a machine learning service that operationally improves my product or workflows
14628,Build prototypes to explore applying machine learning to new areas
14628,Analyze and understand data to influence product or business decisions
14629,Do research that advances the state of the art of machine learning
14629,Build and/or run a machine learning service that operationally improves my product or workflows
14629,Experimentation and iteration to improve existing ML models
14631,None of these activities are an important part of my role at work
14636,Analyze and understand data to influence product or business decisions
14636,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14640,Other
14642,Analyze and understand data to influence product or business decisions
14643,Experimentation and iteration to improve existing ML models
14646,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14650,None of these activities are an important part of my role at work
14655,None of these activities are an important part of my role at work
14656,Analyze and understand data to influence product or business decisions
14662,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14662,Analyze and understand data to influence product or business decisions
14662,Build and/or run a machine learning service that operationally improves my product or workflows
14664,Analyze and understand data to influence product or business decisions
14665,Analyze and understand data to influence product or business decisions
14665,Build prototypes to explore applying machine learning to new areas
14665,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14665,Experimentation and iteration to improve existing ML models
14665,Build and/or run a machine learning service that operationally improves my product or workflows
14666,Analyze and understand data to influence product or business decisions
14666,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14667,Do research that advances the state of the art of machine learning
14669,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14669,Analyze and understand data to influence product or business decisions
14670,Analyze and understand data to influence product or business decisions
14670,Do research that advances the state of the art of machine learning
14670,Build prototypes to explore applying machine learning to new areas
14670,Build and/or run a machine learning service that operationally improves my product or workflows
14673,Analyze and understand data to influence product or business decisions
14676,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14678,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14678,Analyze and understand data to influence product or business decisions
14679,Do research that advances the state of the art of machine learning
14679,Analyze and understand data to influence product or business decisions
14682,Do research that advances the state of the art of machine learning
14682,Analyze and understand data to influence product or business decisions
14684,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14684,Analyze and understand data to influence product or business decisions
14687,Other
14689,None of these activities are an important part of my role at work
14691,None of these activities are an important part of my role at work
14697,None of these activities are an important part of my role at work
14699,Analyze and understand data to influence product or business decisions
14700,None of these activities are an important part of my role at work
14701,Build and/or run a machine learning service that operationally improves my product or workflows
14704,None of these activities are an important part of my role at work
14706,Do research that advances the state of the art of machine learning
14707,Experimentation and iteration to improve existing ML models
14707,Analyze and understand data to influence product or business decisions
14707,Build prototypes to explore applying machine learning to new areas
14710,Other
14715,Build and/or run a machine learning service that operationally improves my product or workflows
14715,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14715,Build prototypes to explore applying machine learning to new areas
14715,Analyze and understand data to influence product or business decisions
14719,Experimentation and iteration to improve existing ML models
14719,Build and/or run a machine learning service that operationally improves my product or workflows
14719,Build prototypes to explore applying machine learning to new areas
14721,Analyze and understand data to influence product or business decisions
14721,Build prototypes to explore applying machine learning to new areas
14721,Experimentation and iteration to improve existing ML models
14721,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14721,Build and/or run a machine learning service that operationally improves my product or workflows
14722,Build and/or run a machine learning service that operationally improves my product or workflows
14723,Build prototypes to explore applying machine learning to new areas
14723,Build and/or run a machine learning service that operationally improves my product or workflows
14723,Analyze and understand data to influence product or business decisions
14723,Experimentation and iteration to improve existing ML models
14723,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14724,Build prototypes to explore applying machine learning to new areas
14724,Build and/or run a machine learning service that operationally improves my product or workflows
14724,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14724,Experimentation and iteration to improve existing ML models
14729,Build prototypes to explore applying machine learning to new areas
14734,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
14734,Analyze and understand data to influence product or business decisions
14734,Experimentation and iteration to improve existing ML models
14734,Build and/or run a machine learning service that operationally improves my product or workflows
14734,Do research that advances the state of the art of machine learning
14734,Build prototypes to explore applying machine learning to new areas
14736,None of these activities are an important part of my role at work
14737,Analyze and understand data to influence product or business decisions
14737,Experimentation and iteration to improve existing ML models
