id,course_platform
14461,Udemy
14461,Kaggle Learn Courses
14462,Udacity
14462,Coursera
14463,Other
14463,Udemy
14463,University Courses (resulting in a university degree)
14464,Coursera
14464,Kaggle Learn Courses
14464,University Courses (resulting in a university degree)
14465,DataCamp
14465,Udemy
14466,University Courses (resulting in a university degree)
14467,DataCamp
14467,Coursera
14467,Kaggle Learn Courses
14467,Udemy
14468,Kaggle Learn Courses
14468,University Courses (resulting in a university degree)
14468,Udemy
14468,Other
14468,edX
14468,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14469,Other
14471,DataCamp
14471,University Courses (resulting in a university degree)
14471,Coursera
14471,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14471,LinkedIn Learning
14472,Other
14473,Kaggle Learn Courses
14474,Other
14475,Coursera
14475,Udacity
14475,edX
14475,Udemy
14476,Kaggle Learn Courses
14477,Other
14477,Coursera
14477,Kaggle Learn Courses
14478,Coursera
14478,University Courses (resulting in a university degree)
14478,Other
14478,LinkedIn Learning
14479,LinkedIn Learning
14479,University Courses (resulting in a university degree)
14479,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14480,Udemy
14481,Coursera
14482,Coursera
14482,Other
14484,University Courses (resulting in a university degree)
14485,Udacity
14485,Coursera
14486,DataCamp
14486,Coursera
14487,DataCamp
14487,Kaggle Learn Courses
14488,Kaggle Learn Courses
14488,Other
14488,Udemy
14490,DataCamp
14491,Udemy
14492,Kaggle Learn Courses
14493,Other
14494,University Courses (resulting in a university degree)
14494,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14495,University Courses (resulting in a university degree)
14496,Other
14497,Coursera
14497,Udemy
14497,edX
14497,LinkedIn Learning
14497,DataCamp
14498,University Courses (resulting in a university degree)
14498,Kaggle Learn Courses
14499,Other
14500,Coursera
14500,edX
14500,Kaggle Learn Courses
14501,Coursera
14501,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14501,LinkedIn Learning
14501,Kaggle Learn Courses
14501,University Courses (resulting in a university degree)
14503,Coursera
14504,Udacity
14504,Kaggle Learn Courses
14505,Coursera
14505,Kaggle Learn Courses
14505,University Courses (resulting in a university degree)
14505,Fast.ai
14505,Udacity
14506,University Courses (resulting in a university degree)
14506,LinkedIn Learning
14506,Udemy
14506,Udacity
14506,Coursera
14507,edX
14507,Udemy
14507,Coursera
14508,Udemy
14508,Coursera
14509,DataCamp
14509,LinkedIn Learning
14509,Udemy
14509,Coursera
14509,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14510,Kaggle Learn Courses
14510,Udemy
14510,University Courses (resulting in a university degree)
14513,DataCamp
14513,LinkedIn Learning
14513,University Courses (resulting in a university degree)
14514,University Courses (resulting in a university degree)
14514,Kaggle Learn Courses
14514,Coursera
14514,DataCamp
14515,University Courses (resulting in a university degree)
14515,Coursera
14515,LinkedIn Learning
14516,Udemy
14516,Kaggle Learn Courses
14517,Kaggle Learn Courses
14517,LinkedIn Learning
14518,Other
14519,Coursera
14519,Udacity
14519,Fast.ai
14519,LinkedIn Learning
14520,University Courses (resulting in a university degree)
14521,Udemy
14521,Udacity
14521,Coursera
14521,edX
14521,DataCamp
14522,LinkedIn Learning
14522,Coursera
14523,Other
14524,Coursera
14524,Udemy
14526,University Courses (resulting in a university degree)
14526,DataCamp
14526,edX
14526,Udemy
14526,Fast.ai
14526,LinkedIn Learning
14526,Coursera
14527,Udacity
14527,Kaggle Learn Courses
14527,Udemy
14527,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14527,University Courses (resulting in a university degree)
14528,Coursera
14528,Kaggle Learn Courses
14528,Udacity
14529,Kaggle Learn Courses
14529,University Courses (resulting in a university degree)
14529,Udemy
14530,Coursera
14530,Udemy
14530,Kaggle Learn Courses
14531,Udacity
14531,DataCamp
14531,Coursera
14531,Udemy
14531,University Courses (resulting in a university degree)
14532,Coursera
14532,Kaggle Learn Courses
14532,edX
14532,Udemy
14533,Coursera
14534,Udemy
14534,Kaggle Learn Courses
14534,Coursera
14535,Kaggle Learn Courses
14536,Other
14537,University Courses (resulting in a university degree)
14538,Kaggle Learn Courses
14540,Udemy
14541,Other
14542,Coursera
14543,Coursera
14543,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14543,edX
14543,Kaggle Learn Courses
14543,LinkedIn Learning
14543,DataCamp
14543,Udemy
14544,Coursera
14544,edX
14545,Udemy
14545,Coursera
14546,DataCamp
14546,Coursera
14547,University Courses (resulting in a university degree)
14548,Other
14548,Udemy
14549,DataCamp
14550,Coursera
14550,Udemy
14551,Udemy
14551,University Courses (resulting in a university degree)
14551,LinkedIn Learning
14551,Kaggle Learn Courses
14551,Coursera
14551,Udacity
14552,Fast.ai
14552,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14552,Coursera
14552,Kaggle Learn Courses
14552,Udemy
14553,University Courses (resulting in a university degree)
14554,University Courses (resulting in a university degree)
14554,Coursera
14555,Coursera
14555,DataCamp
14555,edX
14556,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14556,University Courses (resulting in a university degree)
14556,Coursera
14556,Udemy
14557,edX
14557,DataCamp
14557,Other
14557,Udacity
14557,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14557,Coursera
14557,Udemy
14558,University Courses (resulting in a university degree)
14559,Coursera
14561,Other
14562,Coursera
14562,edX
14562,Udemy
14562,University Courses (resulting in a university degree)
14562,Kaggle Learn Courses
14562,Udacity
14563,University Courses (resulting in a university degree)
14564,edX
14564,LinkedIn Learning
14564,Other
14564,Coursera
14565,University Courses (resulting in a university degree)
14565,DataCamp
14566,Other
14569,Udemy
14569,Udacity
14569,University Courses (resulting in a university degree)
14569,LinkedIn Learning
14570,Coursera
14571,Other
14573,DataCamp
14573,Udemy
14573,Kaggle Learn Courses
14573,Other
14574,Coursera
14574,Udemy
14575,Udacity
14575,Kaggle Learn Courses
14575,Coursera
14576,Other
14576,Udemy
14576,University Courses (resulting in a university degree)
14577,edX
14577,Udemy
14577,Other
14578,DataCamp
14578,University Courses (resulting in a university degree)
14578,Coursera
14579,Udemy
14579,LinkedIn Learning
14581,Kaggle Learn Courses
14581,DataCamp
14581,Coursera
14582,Other
14583,Udemy
14584,Coursera
14586,DataCamp
14586,edX
14586,Coursera
14586,Kaggle Learn Courses
14586,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14587,Coursera
14587,Kaggle Learn Courses
14588,Coursera
14589,Coursera
14589,Kaggle Learn Courses
14590,edX
14591,Coursera
14592,Kaggle Learn Courses
14592,Coursera
14592,Udemy
14592,Udacity
14592,DataCamp
14592,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14593,University Courses (resulting in a university degree)
14593,Kaggle Learn Courses
14594,Coursera
14594,edX
14594,DataCamp
14595,edX
14595,DataCamp
14595,Other
14596,edX
14596,Coursera
14596,Udacity
14597,Other
14598,Other
14598,Udemy
14599,University Courses (resulting in a university degree)
14599,edX
14599,Other
14600,Other
14600,Coursera
14600,LinkedIn Learning
14601,Udemy
14602,Coursera
14603,Coursera
14603,University Courses (resulting in a university degree)
14604,Other
14605,University Courses (resulting in a university degree)
14605,edX
14606,Udemy
14606,Coursera
14607,Other
14608,Kaggle Learn Courses
14608,Udemy
14609,LinkedIn Learning
14609,Udacity
14609,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14609,Fast.ai
14609,Coursera
14609,Kaggle Learn Courses
14609,DataCamp
14609,edX
14609,University Courses (resulting in a university degree)
14610,Other
14612,Coursera
14613,LinkedIn Learning
14613,DataCamp
14614,DataCamp
14614,edX
14614,Udacity
14614,Coursera
14614,University Courses (resulting in a university degree)
14614,Kaggle Learn Courses
14615,University Courses (resulting in a university degree)
14615,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14615,Kaggle Learn Courses
14616,Kaggle Learn Courses
14616,Coursera
14616,University Courses (resulting in a university degree)
14617,Udemy
14618,Coursera
14618,Kaggle Learn Courses
14618,DataCamp
14619,Udemy
14619,Coursera
14619,Udacity
14620,LinkedIn Learning
14620,University Courses (resulting in a university degree)
14620,DataCamp
14620,Kaggle Learn Courses
14622,Udemy
14622,Udacity
14622,LinkedIn Learning
14622,Coursera
14623,Udemy
14623,Kaggle Learn Courses
14624,University Courses (resulting in a university degree)
14625,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14625,Kaggle Learn Courses
14626,Kaggle Learn Courses
14626,Udemy
14626,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14626,LinkedIn Learning
14627,DataCamp
14627,Coursera
14627,Kaggle Learn Courses
14628,Udemy
14628,Kaggle Learn Courses
14628,LinkedIn Learning
14629,Coursera
14629,University Courses (resulting in a university degree)
14630,LinkedIn Learning
14630,DataCamp
14630,University Courses (resulting in a university degree)
14630,Udacity
14630,Kaggle Learn Courses
14631,Coursera
14632,Kaggle Learn Courses
14632,University Courses (resulting in a university degree)
14632,LinkedIn Learning
14634,Coursera
14634,Udacity
14634,Udemy
14635,Udacity
14635,University Courses (resulting in a university degree)
14635,DataCamp
14635,Udemy
14635,Coursera
14637,Coursera
14638,University Courses (resulting in a university degree)
14640,Coursera
14640,edX
14641,edX
14641,Coursera
14642,Coursera
14643,Coursera
14644,Other
14644,Coursera
14645,Kaggle Learn Courses
14645,Coursera
14646,Other
14647,Other
14647,DataCamp
14647,University Courses (resulting in a university degree)
14648,Coursera
14649,LinkedIn Learning
14649,Kaggle Learn Courses
14649,edX
14650,DataCamp
14650,Kaggle Learn Courses
14652,University Courses (resulting in a university degree)
14653,Udemy
14653,University Courses (resulting in a university degree)
14654,Coursera
14654,Fast.ai
14654,Other
14655,Other
14655,Coursera
14656,Coursera
14657,University Courses (resulting in a university degree)
14658,LinkedIn Learning
14658,edX
14658,Coursera
14658,DataCamp
14658,Kaggle Learn Courses
14659,Udemy
14660,Other
14661,University Courses (resulting in a university degree)
14662,Other
14663,Other
14663,Coursera
14664,DataCamp
14664,edX
14664,Coursera
14665,Udacity
14666,Other
14667,DataCamp
14667,Udemy
14668,Kaggle Learn Courses
14669,University Courses (resulting in a university degree)
14669,LinkedIn Learning
14669,Kaggle Learn Courses
14670,Udemy
14670,edX
14670,University Courses (resulting in a university degree)
14670,Coursera
14671,Other
14672,Kaggle Learn Courses
14672,LinkedIn Learning
14673,Kaggle Learn Courses
14675,Kaggle Learn Courses
14676,DataCamp
14677,University Courses (resulting in a university degree)
14677,Coursera
14677,DataCamp
14678,Udemy
14678,LinkedIn Learning
14678,University Courses (resulting in a university degree)
14679,Other
14680,Udemy
14680,Other
14681,Coursera
14681,Other
14681,University Courses (resulting in a university degree)
14682,Coursera
14684,University Courses (resulting in a university degree)
14684,Coursera
14684,Kaggle Learn Courses
14684,Other
14685,Coursera
14685,University Courses (resulting in a university degree)
14686,edX
14686,Udemy
14687,Other
14688,Udemy
14688,Coursera
14689,Udemy
14690,Kaggle Learn Courses
14691,Udemy
14691,University Courses (resulting in a university degree)
14692,Fast.ai
14692,Kaggle Learn Courses
14692,Coursera
14693,Coursera
14693,edX
14693,Udacity
14695,University Courses (resulting in a university degree)
14696,Coursera
14696,Udacity
14696,Udemy
14697,Udemy
14697,DataCamp
14697,Coursera
14698,Other
14699,Other
14700,Coursera
14701,Udemy
14701,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14702,Other
14703,Coursera
14704,Other
14705,University Courses (resulting in a university degree)
14706,University Courses (resulting in a university degree)
14706,Coursera
14706,Kaggle Learn Courses
14707,Udemy
14707,DataCamp
14707,LinkedIn Learning
14707,Kaggle Learn Courses
14707,Udacity
14707,edX
14707,Coursera
14709,Udemy
14709,Coursera
14710,LinkedIn Learning
14710,Kaggle Learn Courses
14710,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14710,Coursera
14711,University Courses (resulting in a university degree)
14711,Udemy
14712,Other
14714,edX
14715,Coursera
14715,edX
14716,University Courses (resulting in a university degree)
14717,Coursera
14717,Udemy
14718,Udemy
14719,Coursera
14720,Other
14720,Kaggle Learn Courses
14720,University Courses (resulting in a university degree)
14721,edX
14721,Coursera
14721,University Courses (resulting in a university degree)
14721,Udemy
14721,DataCamp
14721,Fast.ai
14723,Kaggle Learn Courses
14723,DataCamp
14723,Coursera
14724,edX
14724,Fast.ai
14724,Udemy
14724,Kaggle Learn Courses
14724,Coursera
14724,Udacity
14724,DataCamp
14725,Kaggle Learn Courses
14725,Coursera
14726,Other
14727,University Courses (resulting in a university degree)
14728,Other
14728,University Courses (resulting in a university degree)
14728,Udemy
14728,Kaggle Learn Courses
14728,Coursera
14729,Coursera
14729,Udemy
14729,LinkedIn Learning
14730,University Courses (resulting in a university degree)
14730,LinkedIn Learning
14730,Fast.ai
14730,edX
14730,Coursera
14730,Kaggle Learn Courses
14730,Other
14730,DataCamp
14731,Udemy
14731,Udacity
14731,University Courses (resulting in a university degree)
14733,Other
14734,DataCamp
14734,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14734,LinkedIn Learning
14734,Udacity
14734,Udemy
14734,Coursera
14734,Kaggle Learn Courses
14735,DataCamp
14735,University Courses (resulting in a university degree)
14735,Udemy
14735,Coursera
14736,Coursera
14736,Udemy
14737,Coursera
14738,Other
14738,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14738,Kaggle Learn Courses
14738,Coursera
14739,Udacity
14739,Kaggle Learn Courses
14739,Coursera
14740,Other
14741,Kaggle Learn Courses
14741,University Courses (resulting in a university degree)
14741,Coursera
14741,Udemy
14741,edX
14742,Kaggle Learn Courses
14742,Coursera
14743,Kaggle Learn Courses
14743,DataCamp
14744,Coursera
14745,Udemy
14745,Kaggle Learn Courses
14745,LinkedIn Learning
14746,Coursera
14747,Kaggle Learn Courses
14747,Udemy
14747,University Courses (resulting in a university degree)
14748,Coursera
14749,University Courses (resulting in a university degree)
14749,DataCamp
14749,Udemy
14749,Coursera
14749,Kaggle Learn Courses
14750,Other
14750,LinkedIn Learning
14750,Coursera
14751,Udacity
14751,Coursera
14753,DataCamp
14753,Coursera
14753,Kaggle Learn Courses
14753,Udacity
14753,Fast.ai
14753,edX
14754,DataCamp
14754,edX
14755,Udemy
14755,edX
14755,Fast.ai
14756,Kaggle Learn Courses
14757,Udemy
14757,Kaggle Learn Courses
14757,Other
14758,Other
14758,Udemy
14758,Coursera
14759,LinkedIn Learning
14759,Other
14759,Coursera
14759,University Courses (resulting in a university degree)
14759,Udemy
14760,Other
14761,Other
14762,Udemy
14762,University Courses (resulting in a university degree)
14762,Coursera
14762,Kaggle Learn Courses
14763,Kaggle Learn Courses
14764,University Courses (resulting in a university degree)
14764,Coursera
14764,Kaggle Learn Courses
14765,Other
14765,Udemy
14765,Kaggle Learn Courses
14766,Coursera
14766,Udacity
14768,Kaggle Learn Courses
14768,Coursera
14768,edX
14768,Udemy
14769,Coursera
14769,University Courses (resulting in a university degree)
14770,Kaggle Learn Courses
14770,Coursera
14770,Other
14771,LinkedIn Learning
14771,Coursera
14771,Kaggle Learn Courses
14772,Other
14772,Coursera
14773,University Courses (resulting in a university degree)
14774,Other
14775,Other
14775,Kaggle Learn Courses
14776,edX
14776,DataCamp
14776,Coursera
14777,University Courses (resulting in a university degree)
14777,Coursera
14777,LinkedIn Learning
14778,Other
14778,University Courses (resulting in a university degree)
14779,Other
14780,Coursera
14780,Other
14780,University Courses (resulting in a university degree)
14781,Other
14782,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14782,University Courses (resulting in a university degree)
14783,University Courses (resulting in a university degree)
14784,Other
14785,Coursera
14786,University Courses (resulting in a university degree)
14789,LinkedIn Learning
14789,University Courses (resulting in a university degree)
14789,Udemy
14789,Kaggle Learn Courses
14790,Udemy
14790,University Courses (resulting in a university degree)
14790,Coursera
14791,Other
14792,DataCamp
14793,Kaggle Learn Courses
14793,Udemy
14793,Other
14793,Coursera
14794,Coursera
14794,Udemy
14795,Other
14795,Coursera
14795,edX
14796,Fast.ai
14796,Coursera
14797,Udemy
14797,Coursera
14797,Kaggle Learn Courses
14797,University Courses (resulting in a university degree)
14797,Fast.ai
14797,Udacity
14797,edX
14797,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14797,DataCamp
14797,LinkedIn Learning
14798,Udemy
14798,LinkedIn Learning
14799,Udemy
14799,University Courses (resulting in a university degree)
14800,Coursera
14800,Udacity
14800,Udemy
14800,Kaggle Learn Courses
14801,Coursera
14801,Other
14801,University Courses (resulting in a university degree)
14802,University Courses (resulting in a university degree)
14803,University Courses (resulting in a university degree)
14804,edX
14804,Other
14804,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14804,Udemy
14804,LinkedIn Learning
14806,DataCamp
14806,Fast.ai
14806,Udacity
14806,edX
14806,Other
14806,Coursera
14807,Coursera
14807,Udemy
14807,University Courses (resulting in a university degree)
14807,DataCamp
14808,LinkedIn Learning
14808,Kaggle Learn Courses
14808,Coursera
14810,Coursera
14811,Kaggle Learn Courses
14811,Coursera
14812,Udemy
14812,Udacity
14812,Kaggle Learn Courses
14812,Coursera
14813,Other
14815,Kaggle Learn Courses
14815,DataCamp
14815,LinkedIn Learning
14815,edX
14815,University Courses (resulting in a university degree)
14815,Fast.ai
14815,Udemy
14815,Coursera
14815,Udacity
14816,Kaggle Learn Courses
14817,University Courses (resulting in a university degree)
14817,Kaggle Learn Courses
14819,Coursera
14819,Other
14820,DataCamp
14820,Kaggle Learn Courses
14820,LinkedIn Learning
14820,Udemy
14820,Coursera
14820,Fast.ai
14821,Coursera
14822,Udemy
14822,University Courses (resulting in a university degree)
14822,Coursera
14823,Fast.ai
14823,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14823,Coursera
14823,Udemy
14825,Other
14827,Coursera
14828,Udemy
14829,Kaggle Learn Courses
14829,University Courses (resulting in a university degree)
14830,Coursera
14831,Kaggle Learn Courses
14832,Coursera
14833,Coursera
14833,LinkedIn Learning
14833,University Courses (resulting in a university degree)
14834,Other
14835,Udemy
14835,Fast.ai
14837,Coursera
14837,Udemy
14838,Coursera
14839,edX
14839,Kaggle Learn Courses
14839,Coursera
14840,Coursera
14840,Udemy
14840,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14840,Kaggle Learn Courses
14841,edX
14841,Udemy
14841,Coursera
14841,LinkedIn Learning
14842,Other
14843,Other
14844,Other
14845,Coursera
14846,Other
14846,Kaggle Learn Courses
14846,Udemy
14847,University Courses (resulting in a university degree)
14847,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14847,LinkedIn Learning
14847,Kaggle Learn Courses
14848,Coursera
14849,DataCamp
14849,LinkedIn Learning
14849,Coursera
14849,Kaggle Learn Courses
14850,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14851,University Courses (resulting in a university degree)
14852,Other
14852,Udemy
14852,LinkedIn Learning
14853,Udemy
14853,Kaggle Learn Courses
14853,Coursera
14854,Other
14855,edX
14855,Coursera
14855,University Courses (resulting in a university degree)
14855,DataCamp
14855,LinkedIn Learning
14856,Kaggle Learn Courses
14856,University Courses (resulting in a university degree)
14856,edX
14857,Udacity
14857,Coursera
14858,Other
14859,Coursera
14859,Kaggle Learn Courses
14860,Coursera
14860,Kaggle Learn Courses
14860,edX
14861,Coursera
14861,Udacity
14862,University Courses (resulting in a university degree)
14864,Udemy
14865,Coursera
14866,Kaggle Learn Courses
14867,DataCamp
14867,Coursera
14868,Other
14868,University Courses (resulting in a university degree)
14869,Kaggle Learn Courses
14870,DataCamp
14870,Udacity
14870,Coursera
14870,Kaggle Learn Courses
14872,Coursera
14873,Udemy
14873,Coursera
14873,University Courses (resulting in a university degree)
14874,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14874,University Courses (resulting in a university degree)
14874,LinkedIn Learning
14874,Kaggle Learn Courses
14874,Coursera
14874,DataCamp
14874,Fast.ai
14875,University Courses (resulting in a university degree)
14876,Kaggle Learn Courses
14876,DataCamp
14877,University Courses (resulting in a university degree)
14877,Kaggle Learn Courses
14878,Other
14879,Kaggle Learn Courses
14880,Udemy
14880,LinkedIn Learning
14880,edX
14880,University Courses (resulting in a university degree)
14880,Udacity
14880,Coursera
14881,Coursera
14881,Udemy
14882,Kaggle Learn Courses
14883,Coursera
14883,University Courses (resulting in a university degree)
14883,Kaggle Learn Courses
14884,Udemy
14885,Coursera
14885,Udemy
14885,Other
14886,Coursera
14886,DataCamp
14886,University Courses (resulting in a university degree)
14887,DataCamp
14887,Udacity
14887,Other
14887,LinkedIn Learning
14887,Udemy
14887,Coursera
14888,Udemy
14888,University Courses (resulting in a university degree)
14888,Coursera
14888,Kaggle Learn Courses
14889,University Courses (resulting in a university degree)
14889,Other
14889,Coursera
14890,University Courses (resulting in a university degree)
14890,Other
14891,Udemy
14891,DataCamp
14891,Udacity
14891,Kaggle Learn Courses
14891,Coursera
14892,Coursera
14893,Other
14894,University Courses (resulting in a university degree)
14894,Coursera
14895,Kaggle Learn Courses
14895,Coursera
14895,University Courses (resulting in a university degree)
14895,DataCamp
14895,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14895,Udacity
14895,edX
14895,LinkedIn Learning
14895,Udemy
14896,DataCamp
14896,Other
14896,LinkedIn Learning
14896,Kaggle Learn Courses
14896,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14897,Other
14898,Other
14899,LinkedIn Learning
14899,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14899,Udemy
14899,Kaggle Learn Courses
14900,Coursera
14900,DataCamp
14901,Udemy
14901,edX
14901,Coursera
14904,Kaggle Learn Courses
14904,Udemy
14904,University Courses (resulting in a university degree)
14905,Coursera
14906,Coursera
14907,Coursera
14908,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14908,Kaggle Learn Courses
14909,Coursera
14909,University Courses (resulting in a university degree)
14910,Coursera
14911,Kaggle Learn Courses
14912,Coursera
14912,Kaggle Learn Courses
14912,edX
14912,Udemy
14912,DataCamp
14912,Other
14912,LinkedIn Learning
14912,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14912,Udacity
14912,University Courses (resulting in a university degree)
14913,LinkedIn Learning
14913,Udemy
14913,Coursera
14914,Coursera
14915,Kaggle Learn Courses
14915,DataCamp
14915,LinkedIn Learning
14916,Other
14917,University Courses (resulting in a university degree)
14918,LinkedIn Learning
14918,Other
14918,Kaggle Learn Courses
14919,edX
14920,LinkedIn Learning
14921,Coursera
14922,Kaggle Learn Courses
14922,Coursera
14923,edX
14923,Udemy
14924,LinkedIn Learning
14924,University Courses (resulting in a university degree)
14924,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14925,Coursera
14926,Coursera
14927,Coursera
14929,Kaggle Learn Courses
14929,Coursera
14929,University Courses (resulting in a university degree)
14930,Other
14931,Coursera
14932,Kaggle Learn Courses
14933,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14933,DataCamp
14933,Kaggle Learn Courses
14934,Coursera
14934,LinkedIn Learning
14935,Other
14935,DataCamp
14935,Udemy
14936,Udemy
14936,Coursera
14937,Kaggle Learn Courses
14937,Fast.ai
14938,University Courses (resulting in a university degree)
14939,Kaggle Learn Courses
14939,edX
14939,Coursera
14939,University Courses (resulting in a university degree)
14939,Udemy
14941,Coursera
14941,Udemy
14942,Coursera
14942,Udemy
14942,University Courses (resulting in a university degree)
14943,University Courses (resulting in a university degree)
14944,Other
14944,Kaggle Learn Courses
14945,Other
14947,University Courses (resulting in a university degree)
14947,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14947,Coursera
14948,University Courses (resulting in a university degree)
14949,Kaggle Learn Courses
14949,Coursera
14949,Fast.ai
14950,Udemy
14950,DataCamp
14950,Udacity
14951,University Courses (resulting in a university degree)
14952,Other
14952,Coursera
14953,Other
14954,Other
14954,Coursera
14955,Other
14956,University Courses (resulting in a university degree)
14957,Coursera
14957,University Courses (resulting in a university degree)
14957,Kaggle Learn Courses
14957,Udemy
14957,DataCamp
14958,Other
14959,Kaggle Learn Courses
14959,DataCamp
14959,Coursera
14959,Udemy
14960,University Courses (resulting in a university degree)
14961,Coursera
14962,edX
14962,Coursera
14963,Kaggle Learn Courses
14963,Udemy
14963,edX
14963,Udacity
14963,University Courses (resulting in a university degree)
14963,Coursera
14964,Coursera
14964,University Courses (resulting in a university degree)
14964,Udemy
14966,Other
14966,Coursera
14967,Kaggle Learn Courses
14967,edX
14967,Coursera
14968,Coursera
14968,Other
14968,edX
14969,Coursera
14970,Fast.ai
14970,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14970,Coursera
14970,edX
14970,University Courses (resulting in a university degree)
14970,Udemy
14970,Kaggle Learn Courses
14970,Udacity
14970,LinkedIn Learning
14971,Udacity
14971,University Courses (resulting in a university degree)
14971,Udemy
14971,LinkedIn Learning
14972,Coursera
14972,Kaggle Learn Courses
14972,University Courses (resulting in a university degree)
14972,edX
14974,University Courses (resulting in a university degree)
14975,Kaggle Learn Courses
14975,DataCamp
14976,Udemy
14976,edX
14976,Udacity
14978,Other
14979,Kaggle Learn Courses
14980,Udemy
14980,Coursera
14980,University Courses (resulting in a university degree)
14980,DataCamp
14980,Kaggle Learn Courses
14980,LinkedIn Learning
14982,DataCamp
14982,LinkedIn Learning
14982,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14982,Other
14982,Kaggle Learn Courses
14982,University Courses (resulting in a university degree)
14983,Udemy
14984,Coursera
14985,Coursera
14985,Udemy
14986,Other
14986,Coursera
14986,Udemy
14986,University Courses (resulting in a university degree)
14989,Other
14991,Other
14991,Kaggle Learn Courses
14992,Coursera
14992,Kaggle Learn Courses
14992,LinkedIn Learning
14993,Other
14994,LinkedIn Learning
14994,University Courses (resulting in a university degree)
14994,Kaggle Learn Courses
14994,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14994,Coursera
14995,Coursera
14996,Coursera
14996,Kaggle Learn Courses
14997,University Courses (resulting in a university degree)
14997,Kaggle Learn Courses
14997,Udemy
14998,University Courses (resulting in a university degree)
14998,LinkedIn Learning
14999,Other
15000,University Courses (resulting in a university degree)
15001,University Courses (resulting in a university degree)
15001,Coursera
15002,Other
15003,Udemy
15004,Kaggle Learn Courses
15004,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
15005,Udemy
15005,Coursera
15005,Fast.ai
15006,Coursera
15006,Udemy
15007,Udemy
15007,DataCamp
15007,University Courses (resulting in a university degree)
15009,Coursera
15009,Udemy
15010,Kaggle Learn Courses
15010,University Courses (resulting in a university degree)
15010,Coursera
15010,Udemy
15011,DataCamp
15011,Other
15011,University Courses (resulting in a university degree)
15012,Other
15013,University Courses (resulting in a university degree)
15014,Coursera
15014,Kaggle Learn Courses
15016,Udemy
15016,DataCamp
15016,Other
15017,Coursera
15017,Kaggle Learn Courses
15017,edX
15018,Coursera
15018,Fast.ai
15019,University Courses (resulting in a university degree)
15019,DataCamp
15020,University Courses (resulting in a university degree)
15020,Kaggle Learn Courses
15020,Coursera
15020,Udemy
15021,Coursera
15023,Coursera
15023,University Courses (resulting in a university degree)
15025,Udemy
15025,Other
15025,Kaggle Learn Courses
15025,Coursera
15026,University Courses (resulting in a university degree)
15026,Udemy
15027,Other
15028,Kaggle Learn Courses
15028,Other
15028,Coursera
15029,Udemy
15029,Coursera
15030,Coursera
15031,Kaggle Learn Courses
15031,edX
15031,Udemy
15032,University Courses (resulting in a university degree)
15032,edX
15032,LinkedIn Learning
15032,Other
15032,Coursera
15033,Kaggle Learn Courses
15033,Coursera
15034,Coursera
15034,Kaggle Learn Courses
15035,Coursera
15037,Kaggle Learn Courses
15037,Coursera
15037,Other
