id,framework
10322,  Scikit-learn 
10322, CatBoost 
10322, Keras 
10322,  TensorFlow 
10322, LightGBM 
10322, Xgboost 
10323, CatBoost 
10323, LightGBM 
10323, Xgboost 
10323,  Scikit-learn 
10324, Keras 
10324,  Scikit-learn 
10325,  Scikit-learn 
10325,  TensorFlow 
10326, Huggingface 
10326,  TensorFlow 
10326, Keras 
10326,  Scikit-learn 
10328, Keras 
10328,  Scikit-learn 
10328, PyTorch 
10329,  Scikit-learn 
10330,  TensorFlow 
10330, Keras 
10331,  Scikit-learn 
10333,  Scikit-learn 
10337,  TensorFlow 
10337,  Scikit-learn 
10337, PyTorch 
10337, Xgboost 
10339,  TensorFlow 
10339, Keras 
10339, Tidymodels 
10340, Xgboost 
10340,  TensorFlow 
10340, Keras 
10341, PyTorch 
10341,  Scikit-learn 
10341, Keras 
10341,  TensorFlow 
10342,  TensorFlow 
10342,  Scikit-learn 
10342, Keras 
10344,  Scikit-learn 
10346,  Scikit-learn 
10346, PyTorch 
10349, Keras 
10349, Xgboost 
10349,  TensorFlow 
10349,  Scikit-learn 
10351, Caret 
10351, Keras 
10351, Xgboost 
10351,  Scikit-learn 
10352,  TensorFlow 
10353,  Scikit-learn 
10354,  TensorFlow 
10354, Keras 
10354,  Scikit-learn 
10356,  Scikit-learn 
10356, Keras 
10356, Caret 
10356, Xgboost 
10356, Fast.ai 
10356,  TensorFlow 
10356, Huggingface 
10356, LightGBM 
10356, PyTorch 
10357,  Scikit-learn 
10357, Keras 
10358, Xgboost 
10358, JAX 
10358, PyTorch Lightning 
10358, LightGBM 
10358, CatBoost 
10358, PyTorch 
10358,  TensorFlow 
10358, Keras 
10358,  Scikit-learn 
10359,  TensorFlow 
10359, PyTorch 
10360, Keras 
10360,  TensorFlow 
10360,  Scikit-learn 
10360, Xgboost 
10363,  Scikit-learn 
10363, Xgboost 
10364, Keras 
10364,  TensorFlow 
10364,  Scikit-learn 
10366,  Scikit-learn 
10366,  TensorFlow 
10367,  TensorFlow 
10371,  Scikit-learn 
10371, Caret 
10372, Tidymodels 
10372,  Scikit-learn 
10372, PyTorch 
10373,  Scikit-learn 
10373, Huggingface 
10373,  TensorFlow 
10373, JAX 
10373, Keras 
10373, Xgboost 
10374, Keras 
10374,  TensorFlow 
10374,  Scikit-learn 
10375, Xgboost 
10375,  Scikit-learn 
10376,  Scikit-learn 
10376,  TensorFlow 
10376, Keras 
10376, Xgboost 
10378,  Scikit-learn 
10379,  TensorFlow 
10379, Keras 
10383, Keras 
10383,  Scikit-learn 
10383, CatBoost 
10383, Xgboost 
10383,  TensorFlow 
10384,  TensorFlow 
10384, CatBoost 
10384, Caret 
10384, Tidymodels 
10384,  Scikit-learn 
10384, Xgboost 
10384, LightGBM 
10384, Keras 
10385, Keras 
10385,  TensorFlow 
10385,  Scikit-learn 
10385, Huggingface 
10385, PyTorch 
10386,  Scikit-learn 
10386, Keras 
10386, PyTorch 
10386, PyTorch Lightning 
10387,  TensorFlow 
10387,  Scikit-learn 
10387, Keras 
10387, PyTorch 
10388,  TensorFlow 
10388, Huggingface 
10388, PyTorch 
10388, Keras 
10388,  Scikit-learn 
10389, Xgboost 
10389, LightGBM 
10389,  Scikit-learn 
10389, Keras 
10390, PyTorch 
10390, CatBoost 
10390,  Scikit-learn 
10390, Xgboost 
10391, PyTorch 
10392, LightGBM 
10392, Tidymodels 
10392, PyTorch Lightning 
10393, Keras 
10393, Xgboost 
10393, PyTorch 
10393, LightGBM 
10393,  Scikit-learn 
10393,  TensorFlow 
10395,  Scikit-learn 
10396, Xgboost 
10399, PyTorch Lightning 
10399, PyTorch 
10399,  Scikit-learn 
10402, Caret 
10402, Xgboost 
10402, LightGBM 
10402, Keras 
10402, Tidymodels 
10402,  TensorFlow 
10403,  Scikit-learn 
10403,  TensorFlow 
10403, Xgboost 
10403, PyTorch 
10403, Keras 
10404, Keras 
10404,  TensorFlow 
10404,  Scikit-learn 
10406, PyTorch 
10406,  Scikit-learn 
10407, Xgboost 
10407,  TensorFlow 
10407,  Scikit-learn 
10408, Xgboost 
10409,  Scikit-learn 
10411, JAX 
10411,  Scikit-learn 
10411, PyTorch 
10411, Xgboost 
10411, Keras 
10411,  TensorFlow 
10411, Fast.ai 
10412, Keras 
10412,  TensorFlow 
10412,  Scikit-learn 
10412, PyTorch 
10418, LightGBM 
10418,  TensorFlow 
10418, Xgboost 
10418, PyTorch Lightning 
10418,  Scikit-learn 
10418, PyTorch 
10418, Keras 
10422, Keras 
10422,  Scikit-learn 
10422, Xgboost 
10422,  TensorFlow 
10423, Keras 
10423,  TensorFlow 
10423, JAX 
10423, PyTorch Lightning 
10425, Keras 
10425,  Scikit-learn 
10425,  TensorFlow 
10425, Xgboost 
10425, LightGBM 
10425, CatBoost 
10425, PyTorch 
10426, Keras 
10426,  Scikit-learn 
10426,  TensorFlow 
10427,  Scikit-learn 
10427, Huggingface 
10427, PyTorch 
10427, PyTorch Lightning 
10427,  TensorFlow 
10428, PyTorch Lightning 
10428,  TensorFlow 
10428, Keras 
10428,  Scikit-learn 
10428, PyTorch 
10429, Keras 
10429,  TensorFlow 
10429,  Scikit-learn 
10430,  TensorFlow 
10431, Xgboost 
10431,  TensorFlow 
10431,  Scikit-learn 
10431, Keras 
10432, Xgboost 
10432,  Scikit-learn 
10433,  TensorFlow 
10433,  Scikit-learn 
10435,  Scikit-learn 
10435, PyTorch Lightning 
10435, Keras 
10435, PyTorch 
10435,  TensorFlow 
10435, Xgboost 
10436, Huggingface 
10436, Keras 
10436,  Scikit-learn 
10436, PyTorch 
10437, PyTorch 
10437, Xgboost 
10437,  TensorFlow 
10437,  Scikit-learn 
10440,  Scikit-learn 
10440,  TensorFlow 
10440, Xgboost 
10440, Keras 
10441, Keras 
10441,  TensorFlow 
10441, PyTorch 
10441,  Scikit-learn 
10442,  TensorFlow 
10442, PyTorch 
10443,  Scikit-learn 
10444,  Scikit-learn 
10444, PyTorch Lightning 
10447,  Scikit-learn 
10447, Keras 
10447,  TensorFlow 
10448,  Scikit-learn 
10448, PyTorch Lightning 
10448, PyTorch 
10448,  TensorFlow 
10450,  Scikit-learn 
10450, Xgboost 
10451, PyTorch 
10451, Xgboost 
10451,  TensorFlow 
10451, Keras 
10451,  Scikit-learn 
10452, JAX 
10452, Keras 
10452,  Scikit-learn 
10452, PyTorch Lightning 
10452,  TensorFlow 
10452, PyTorch 
10454, LightGBM 
10454, Xgboost 
10454, PyTorch 
10454,  Scikit-learn 
10459,  Scikit-learn 
10459,  TensorFlow 
10460,  Scikit-learn 
10461,  Scikit-learn 
10461, LightGBM 
10461, PyTorch 
10461, Fast.ai 
10461, PyTorch Lightning 
10461, Keras 
10461, CatBoost 
10461, Xgboost 
10462, Keras 
10462,  Scikit-learn 
10462,  TensorFlow 
10463,  TensorFlow 
10463,  Scikit-learn 
10463, Keras 
10465, Keras 
10465,  TensorFlow 
10465, PyTorch 
10470, Caret 
10470,  Scikit-learn 
10470, Tidymodels 
10470, Keras 
10470, PyTorch 
10470,  TensorFlow 
10472,  Scikit-learn 
10473,  Scikit-learn 
10474,Other
10478, Tidymodels 
10480, Keras 
10480,  Scikit-learn 
10480,  TensorFlow 
10481, PyTorch Lightning 
10481, Huggingface 
10481, PyTorch 
10482, Tidymodels 
10482, PyTorch 
10483,  Scikit-learn 
10485,  Scikit-learn 
10485,  TensorFlow 
10486, Xgboost 
10486, PyTorch 
10486,  Scikit-learn 
10487,  TensorFlow 
10487, Xgboost 
10487,  Scikit-learn 
10487, Keras 
10489,  TensorFlow 
10489,  Scikit-learn 
10493,  TensorFlow 
10493,  Scikit-learn 
10493, Keras 
10495,  Scikit-learn 
10495, PyTorch 
10497, Keras 
10497,  Scikit-learn 
10497,  TensorFlow 
10498, PyTorch 
10498, Keras 
10498,  Scikit-learn 
10498,  TensorFlow 
10498, Huggingface 
10499, Keras 
10499,  Scikit-learn 
10499,  TensorFlow 
10500, PyTorch 
10500, Huggingface 
10500,  Scikit-learn 
10501,  Scikit-learn 
10503, Keras 
10503,  TensorFlow 
10503, PyTorch 
10503, JAX 
10504, LightGBM 
10504, CatBoost 
10504, Fast.ai 
10504, Caret 
10504,  TensorFlow 
10504, PyTorch 
10504, Keras 
10504, Huggingface 
10504, Tidymodels 
10504, JAX 
10504, PyTorch Lightning 
10504,  Scikit-learn 
10504, Xgboost 
10506,  Scikit-learn 
10507, Keras 
10507,  Scikit-learn 
10507, PyTorch 
10509,  TensorFlow 
10509,  Scikit-learn 
10509, Keras 
10511,  TensorFlow 
10513, Keras 
10514,Other
10514,  Scikit-learn 
10515, Keras 
10515, PyTorch 
10515,  TensorFlow 
10515,  Scikit-learn 
10517, PyTorch 
10519,  Scikit-learn 
10520,  Scikit-learn 
10520, PyTorch 
10521,  Scikit-learn 
10523,  Scikit-learn 
10525, PyTorch Lightning 
10525, CatBoost 
10526, Keras 
10526,  Scikit-learn 
10526,Other
10526,  TensorFlow 
10529,  Scikit-learn 
10529,  TensorFlow 
10529, Keras 
10530, Caret 
10530, Tidymodels 
10530, Xgboost 
10530, LightGBM 
10530, CatBoost 
10530,  Scikit-learn 
10531, PyTorch 
10531, Xgboost 
10531,  Scikit-learn 
10531, Huggingface 
10531, LightGBM 
10531, PyTorch Lightning 
10533, Xgboost 
10533,  Scikit-learn 
10536,  Scikit-learn 
10536,  TensorFlow 
10537,  TensorFlow 
10537,  Scikit-learn 
10542,  Scikit-learn 
10542,  TensorFlow 
10542, Keras 
10542, PyTorch Lightning 
10542, CatBoost 
10542, Xgboost 
10542, PyTorch 
10543,  Scikit-learn 
10544, Keras 
10544,  Scikit-learn 
10544, PyTorch 
10544,  TensorFlow 
10546,Other
10546,  Scikit-learn 
10549,  TensorFlow 
10549, PyTorch 
10554, PyTorch 
10554,  Scikit-learn 
10556,  Scikit-learn 
10556,  TensorFlow 
10556, Keras 
10556, PyTorch 
10556, Huggingface 
10556, PyTorch Lightning 
10559,  TensorFlow 
10559, Keras 
10560, PyTorch 
10561,  Scikit-learn 
10562, PyTorch 
10562, PyTorch Lightning 
10562,  TensorFlow 
10565,  TensorFlow 
10565, PyTorch 
10565,  Scikit-learn 
10565, Keras 
10566, Keras 
10566,  Scikit-learn 
10566, PyTorch 
10566,  TensorFlow 
10567, PyTorch 
10567,  Scikit-learn 
10567,  TensorFlow 
10570,  Scikit-learn 
10570, LightGBM 
10570, Xgboost 
10570, CatBoost 
10571, Fast.ai 
10571,  TensorFlow 
10571, Keras 
10571, PyTorch 
10571, Huggingface 
10571,  Scikit-learn 
10571, Xgboost 
10573,  Scikit-learn 
10574,Other
10575,  Scikit-learn 
10576, LightGBM 
10576,  Scikit-learn 
10576, PyTorch 
10577,  Scikit-learn 
10582, LightGBM 
10583, Xgboost 
10583,  Scikit-learn 
10583, Keras 
10583,  TensorFlow 
10585, PyTorch 
10586,  Scikit-learn 
10586, Keras 
10586, Xgboost 
10586, LightGBM 
10586, PyTorch 
10586,  TensorFlow 
10589,  Scikit-learn 
10589, Xgboost 
10590, Keras 
10590, PyTorch 
10590,  TensorFlow 
10590,  Scikit-learn 
10592, Huggingface 
10592,Other
10592,  Scikit-learn 
10594,  TensorFlow 
10594, Keras 
10595,  Scikit-learn 
10596,  Scikit-learn 
10598,  Scikit-learn 
10598, Keras 
10598,  TensorFlow 
10598, PyTorch 
10600, Keras 
10600,  TensorFlow 
10601,  Scikit-learn 
10601,  TensorFlow 
10602, Xgboost 
10602,  Scikit-learn 
10603,  Scikit-learn 
10603, Xgboost 
10603, LightGBM 
10604, PyTorch 
10605, Xgboost 
10605, Keras 
10605,  Scikit-learn 
10605, PyTorch 
10605,  TensorFlow 
10606, PyTorch 
10606,  Scikit-learn 
10606,  TensorFlow 
10606, Keras 
10608, Keras 
10608, PyTorch 
10608, Xgboost 
10608,  Scikit-learn 
10608,  TensorFlow 
10608, LightGBM 
10608, CatBoost 
10609, Xgboost 
10613,  Scikit-learn 
10613, PyTorch 
10613,  TensorFlow 
10614,  Scikit-learn 
10616, Keras 
10616,  TensorFlow 
10616, Xgboost 
10617, PyTorch Lightning 
10617,  Scikit-learn 
10619, Huggingface 
10619,  TensorFlow 
10619,  Scikit-learn 
10620, PyTorch 
10626, Keras 
10626, Xgboost 
10627, PyTorch Lightning 
10627, PyTorch 
10627,  TensorFlow 
10627,  Scikit-learn 
10627, Keras 
10628, Fast.ai 
10632,  TensorFlow 
10632, PyTorch 
10632,  Scikit-learn 
10634, Fast.ai 
10634,  Scikit-learn 
10639,  Scikit-learn 
10640, PyTorch 
10641, Keras 
10641,  Scikit-learn 
10641,  TensorFlow 
10642, Xgboost 
10642,  TensorFlow 
10642, PyTorch 
10642, Keras 
10643, Keras 
10643,  Scikit-learn 
10643,  TensorFlow 
10644, Keras 
10644,  TensorFlow 
10644, PyTorch 
10644,  Scikit-learn 
10649, PyTorch 
10650,  TensorFlow 
10651,  TensorFlow 
10651, Keras 
10651,  Scikit-learn 
10651, Xgboost 
10652, LightGBM 
10652, Huggingface 
10652, JAX 
10653, Huggingface 
10653, Keras 
10653,  TensorFlow 
10653,  Scikit-learn 
10654, PyTorch 
10655,  Scikit-learn 
10655, PyTorch 
10655,  TensorFlow 
10655, Keras 
10655, Xgboost 
10656,  Scikit-learn 
10657, Xgboost 
10657,  TensorFlow 
10657, Keras 
10657,  Scikit-learn 
10660,  TensorFlow 
10660, Keras 
10660,  Scikit-learn 
10662,  TensorFlow 
10662,  Scikit-learn 
10663,  Scikit-learn 
10665, Xgboost 
10665, LightGBM 
10665,  Scikit-learn 
10668,  Scikit-learn 
10668, Keras 
10669,  TensorFlow 
10669, Keras 
10669, PyTorch 
10669,  Scikit-learn 
10670,Other
10672,  TensorFlow 
10672, PyTorch 
10673,  Scikit-learn 
10673, Keras 
10673,  TensorFlow 
10674,  Scikit-learn 
10674, Xgboost 
10674, LightGBM 
10675, Keras 
10675,  TensorFlow 
10675, PyTorch 
10675, Huggingface 
10675,  Scikit-learn 
10679,  Scikit-learn 
10679, Keras 
10679,  TensorFlow 
10680,  Scikit-learn 
10680, CatBoost 
10680, Xgboost 
10682, LightGBM 
10682, CatBoost 
10682, Xgboost 
10682, Huggingface 
10682, Keras 
10682, PyTorch 
10682,  TensorFlow 
10682,  Scikit-learn 
10682, Fast.ai 
10685, PyTorch 
10685, PyTorch Lightning 
10685,  Scikit-learn 
10685, Huggingface 
10686,  Scikit-learn 
10686, LightGBM 
10686, Xgboost 
10687, Keras 
10687,  TensorFlow 
10687,  Scikit-learn 
10688,  TensorFlow 
10688, Keras 
10688,  Scikit-learn 
10689,  TensorFlow 
10689,  Scikit-learn 
10690, PyTorch 
10690,  TensorFlow 
10691,  Scikit-learn 
10691,  TensorFlow 
10692, Keras 
10693, PyTorch Lightning 
10693, LightGBM 
10693, CatBoost 
10693, Xgboost 
10693, Huggingface 
10693, PyTorch 
10693,  Scikit-learn 
10698, PyTorch 
10698, PyTorch Lightning 
10702,  Scikit-learn 
10702, Keras 
10702,  TensorFlow 
10703,  TensorFlow 
10703, Keras 
10703, PyTorch 
10703,  Scikit-learn 
10707, Keras 
10707,  TensorFlow 
10708, Xgboost 
10708,  Scikit-learn 
10708,  TensorFlow 
10708, PyTorch 
10708, Keras 
10710, Xgboost 
10710,  Scikit-learn 
10710, LightGBM 
10710,  TensorFlow 
10710, Keras 
10710, Fast.ai 
10711,Other
10712, PyTorch 
10713,  Scikit-learn 
10714, Xgboost 
10714,  Scikit-learn 
10716,  Scikit-learn 
10718,  Scikit-learn 
10718, Xgboost 
10720,  TensorFlow 
10720,  Scikit-learn 
10720, PyTorch 
10721,  Scikit-learn 
10723,  TensorFlow 
10725,  Scikit-learn 
10727,  TensorFlow 
10728,  Scikit-learn 
10728, LightGBM 
10730, Keras 
10730,  TensorFlow 
10730, PyTorch Lightning 
10731,  TensorFlow 
10731, Keras 
10731,  Scikit-learn 
10731, Huggingface 
10732, Xgboost 
10732,  Scikit-learn 
10733,  TensorFlow 
10733,  Scikit-learn 
10733, PyTorch 
10734, Keras 
10734, Xgboost 
10734,  TensorFlow 
10735,  Scikit-learn 
10736, CatBoost 
10736, Keras 
10736,  TensorFlow 
10736, Xgboost 
10736,  Scikit-learn 
10737, Xgboost 
10737,  Scikit-learn 
10737,  TensorFlow 
10737, LightGBM 
10737, CatBoost 
10744, Xgboost 
10744,  Scikit-learn 
10744, PyTorch 
10744, CatBoost 
10744, LightGBM 
10746,  TensorFlow 
10746, Keras 
10746,  Scikit-learn 
10746, PyTorch 
10750, Xgboost 
10750,  TensorFlow 
10750, Keras 
10750, PyTorch 
10751,  Scikit-learn 
10751, Keras 
10751,  TensorFlow 
10752,  Scikit-learn 
10753, PyTorch 
10753, CatBoost 
10753,  Scikit-learn 
10753,  TensorFlow 
10753, Xgboost 
10753, Keras 
10754,  Scikit-learn 
10757,  Scikit-learn 
10757,Other
10762, Keras 
10762, CatBoost 
10762, LightGBM 
10762, PyTorch 
10762, Xgboost 
10762,  Scikit-learn 
10763, Tidymodels 
10764,  Scikit-learn 
10764, PyTorch 
10764, Keras 
10764, Xgboost 
10764,  TensorFlow 
10765, PyTorch 
10765,  Scikit-learn 
10766, PyTorch 
10766,  Scikit-learn 
10768, LightGBM 
10768,  Scikit-learn 
10768, PyTorch 
10770,  Scikit-learn 
10772,  Scikit-learn 
10772,  TensorFlow 
10772, Keras 
10773, Keras 
10773, Tidymodels 
10773,  TensorFlow 
10773, PyTorch Lightning 
10773,  Scikit-learn 
10773, PyTorch 
10775, PyTorch 
10776, Tidymodels 
10776, Xgboost 
10777,  Scikit-learn 
10777, Keras 
10777,  TensorFlow 
10778, Huggingface 
10778,  Scikit-learn 
10778, PyTorch 
10778, Fast.ai 
10779,  Scikit-learn 
10779, Keras 
10779,  TensorFlow 
10780, PyTorch 
10780,  Scikit-learn 
10780,  TensorFlow 
10780, Keras 
10783,  Scikit-learn 
10785, PyTorch 
10785,  Scikit-learn 
10785,  TensorFlow 
10785, Keras 
10788, Keras 
10788,  Scikit-learn 
10789,  Scikit-learn 
10789, Keras 
10790, Xgboost 
10790, LightGBM 
10790,  Scikit-learn 
10791,  Scikit-learn 
10791, Keras 
10792,  Scikit-learn 
10792, Huggingface 
10792, Tidymodels 
10792, PyTorch 
10793,  TensorFlow 
10796,  TensorFlow 
10796, Huggingface 
10796,  Scikit-learn 
10796, Xgboost 
10797,  Scikit-learn 
10800,  Scikit-learn 
10800, Keras 
10801,  TensorFlow 
10806,  TensorFlow 
10806, PyTorch 
10806, Keras 
10806,  Scikit-learn 
10808, Keras 
10808,  TensorFlow 
10808, CatBoost 
10808,  Scikit-learn 
10810, PyTorch 
10810, CatBoost 
10810, Huggingface 
10810, LightGBM 
10810,  Scikit-learn 
10810, PyTorch Lightning 
10810, Xgboost 
10810, Fast.ai 
10811,  Scikit-learn 
10811, Keras 
10811,  TensorFlow 
10811, PyTorch 
10812,  TensorFlow 
10814, Xgboost 
10814, PyTorch 
10815,  TensorFlow 
10815,  Scikit-learn 
10815, Tidymodels 
10815, PyTorch 
10816,  Scikit-learn 
10816, Huggingface 
10816, Xgboost 
10818, PyTorch Lightning 
10818,  TensorFlow 
10818,  Scikit-learn 
10818, PyTorch 
10818, Keras 
10819,  TensorFlow 
10819, LightGBM 
10820,  Scikit-learn 
10820, Fast.ai 
10820, PyTorch 
10821, Keras 
10821, Xgboost 
10821,  Scikit-learn 
10821,  TensorFlow 
10822,  TensorFlow 
10822, PyTorch 
10822, Xgboost 
10822,  Scikit-learn 
10822, Huggingface 
10822, LightGBM 
10822, Keras 
10823,  TensorFlow 
10823,  Scikit-learn 
10823, Keras 
10823, PyTorch 
10824,Other
10824, PyTorch 
10824,  Scikit-learn 
10825, CatBoost 
10825, Xgboost 
10825, Keras 
10825, PyTorch 
10825, LightGBM 
10825,  TensorFlow 
10825,  Scikit-learn 
10826,Other
10826, Caret 
10826, Keras 
10826,  Scikit-learn 
10826,  TensorFlow 
10827,  Scikit-learn 
10827, PyTorch 
10827, Keras 
10827, PyTorch Lightning 
10827,  TensorFlow 
10828,Other
10829, PyTorch 
10829,  TensorFlow 
10829, Keras 
10835, Keras 
10835, Xgboost 
10835,  Scikit-learn 
10835,  TensorFlow 
10836, Caret 
10841,Other
10842, Keras 
10842,  TensorFlow 
10842,  Scikit-learn 
10845,  Scikit-learn 
10845, Keras 
10845, PyTorch 
10845,  TensorFlow 
10846, PyTorch 
10846, LightGBM 
10846,  Scikit-learn 
10846,  TensorFlow 
10846, Keras 
10847,  Scikit-learn 
10849, Caret 
10850, Xgboost 
10850,  Scikit-learn 
10851,  Scikit-learn 
10852,  Scikit-learn 
10855,  TensorFlow 
10855,  Scikit-learn 
10855, PyTorch 
10856,  Scikit-learn 
10856, Huggingface 
10858,  Scikit-learn 
10860,  TensorFlow 
10860, Keras 
10860,  Scikit-learn 
10860, PyTorch 
10865, Xgboost 
10865, CatBoost 
10865, PyTorch 
10865, PyTorch Lightning 
10865, LightGBM 
10865,  Scikit-learn 
10866, Keras 
10866,  Scikit-learn 
10866, Xgboost 
10866,  TensorFlow 
10867,  Scikit-learn 
10867,  TensorFlow 
10867, Xgboost 
10867, CatBoost 
10867, Keras 
10869,  Scikit-learn 
10870,  Scikit-learn 
10870, PyTorch 
10870, Keras 
10870,  TensorFlow 
10873, PyTorch 
10873, LightGBM 
10873,  TensorFlow 
10873,  Scikit-learn 
10876,  TensorFlow 
10876, PyTorch 
10877, PyTorch 
10877,  Scikit-learn 
10878,  Scikit-learn 
10878, Fast.ai 
10878, PyTorch 
10879,  Scikit-learn 
10879,  TensorFlow 
10879, Keras 
10881,  Scikit-learn 
10881, Xgboost 
10881, LightGBM 
10882, Keras 
10882,  Scikit-learn 
10888,  TensorFlow 
10888, Keras 
10888,  Scikit-learn 
10888, Xgboost 
10889, Xgboost 
10889,  TensorFlow 
10889,  Scikit-learn 
10891,  Scikit-learn 
10892,  Scikit-learn 
10893,  Scikit-learn 
10893, Xgboost 
10893, Keras 
10894,  Scikit-learn 
10894, Xgboost 
10899, Keras 
10899, LightGBM 
10899, PyTorch 
10899,  Scikit-learn 
10899,  TensorFlow 
10900,  TensorFlow 
10900,  Scikit-learn 
10900, Keras 
10901,  Scikit-learn 
10901, Xgboost 
10903, Keras 
10903,  TensorFlow 
10903,  Scikit-learn 
10903, Xgboost 
10904,  Scikit-learn 
10906, Caret 
10906, Keras 
10906, PyTorch Lightning 
10906, LightGBM 
10906, Huggingface 
10906,  Scikit-learn 
10906, Xgboost 
10906, Tidymodels 
10906,  TensorFlow 
10906, CatBoost 
10906, JAX 
10906, Fast.ai 
10906, PyTorch 
10907, PyTorch Lightning 
10908, Xgboost 
10908,  Scikit-learn 
10909, PyTorch 
10909, Xgboost 
10909, Keras 
10909, LightGBM 
10909,  Scikit-learn 
10909,  TensorFlow 
10909, CatBoost 
10910,  Scikit-learn 
10910, CatBoost 
10911,  Scikit-learn 
10912,  TensorFlow 
10912, PyTorch 
10912, Keras 
10912,  Scikit-learn 
10917, PyTorch 
10917,  Scikit-learn 
10917, Keras 
10917, Fast.ai 
10919,  TensorFlow 
10920,  TensorFlow 
10920,  Scikit-learn 
10921, Tidymodels 
10921, Xgboost 
10921, Caret 
10921, PyTorch 
10921,  Scikit-learn 
10922,  TensorFlow 
10922,  Scikit-learn 
10922, PyTorch 
10924,  TensorFlow 
10924,  Scikit-learn 
10925,  Scikit-learn 
10925, Keras 
10925, LightGBM 
10925, Xgboost 
10925, PyTorch 
10925,  TensorFlow 
10925, CatBoost 
10926,  TensorFlow 
10926,  Scikit-learn 
10926, Keras 
10934, Tidymodels 
10934, Caret 
10934, Xgboost 
10934,  Scikit-learn 
10934,  TensorFlow 
10934, Huggingface 
10934, PyTorch 
10934, Keras 
10934, LightGBM 
10937,  Scikit-learn 
10937, Xgboost 
10942, LightGBM 
10942,  Scikit-learn 
10942, PyTorch 
10942, Xgboost 
10942, Keras 
10942,  TensorFlow 
10943, Caret 
10943,  TensorFlow 
10943, Keras 
10943,  Scikit-learn 
10945,  TensorFlow 
10945,  Scikit-learn 
10947,  Scikit-learn 
10947, PyTorch 
10947, PyTorch Lightning 
10948,  TensorFlow 
10948,  Scikit-learn 
10948, Keras 
10948, Xgboost 
10950, PyTorch 
10953, Tidymodels 
10953,  Scikit-learn 
10953, Fast.ai 
10954, PyTorch 
10954,  Scikit-learn 
10957,  Scikit-learn 
10957, Keras 
10958,  Scikit-learn 
10958, Keras 
10958, PyTorch 
10958, PyTorch Lightning 
10958, Xgboost 
10959,  TensorFlow 
10959,  Scikit-learn 
10959,Other
10959, Xgboost 
10959, Tidymodels 
10959, Keras 
10960,  Scikit-learn 
10962, Keras 
10962, PyTorch 
10962, PyTorch Lightning 
10962,  TensorFlow 
10966,  TensorFlow 
10967, PyTorch Lightning 
10968, CatBoost 
10968,  Scikit-learn 
10968, Huggingface 
10968, PyTorch 
10968, Xgboost 
10970,  TensorFlow 
10970, PyTorch 
10972, PyTorch 
10972, Fast.ai 
10974,  TensorFlow 
10974,  Scikit-learn 
10974, Keras 
10975,Other
10975, Xgboost 
10977, Fast.ai 
10978,  TensorFlow 
10978,  Scikit-learn 
10979, PyTorch 
10979,  Scikit-learn 
10981,Other
10981, Keras 
10981,  TensorFlow 
10981, PyTorch 
10981,  Scikit-learn 
10982, Xgboost 
10982, Keras 
10983, Keras 
10983,  Scikit-learn 
10983,  TensorFlow 
10983, Caret 
10984,  Scikit-learn 
10984,  TensorFlow 
10984, Keras 
10986, CatBoost 
10986, Xgboost 
10986,  Scikit-learn 
10987, PyTorch 
10988, Caret 
10992, Keras 
10993, Tidymodels 
10993,  TensorFlow 
10993, PyTorch 
10993,  Scikit-learn 
10994,  Scikit-learn 
10994,  TensorFlow 
10994, Keras 
10998,  Scikit-learn 
10998, Xgboost 
10998, CatBoost 
10998, LightGBM 
11000,  Scikit-learn 
11001,  Scikit-learn 
11004, Keras 
11004, PyTorch 
11004,  TensorFlow 
11004,  Scikit-learn 
11006,Other
11009, PyTorch 
11009,  Scikit-learn 
11009,  TensorFlow 
11010,  Scikit-learn 
11010, CatBoost 
11010, Xgboost 
11010, LightGBM 
11010, Tidymodels 
11011, Keras 
11011,  TensorFlow 
11011,  Scikit-learn 
11012,  TensorFlow 
11013, Keras 
11013, LightGBM 
11013, CatBoost 
11013, Xgboost 
11014,  Scikit-learn 
11014, PyTorch 
11014,  TensorFlow 
11015, Keras 
11015,  TensorFlow 
11016, Caret 
11016, Keras 
11016,  TensorFlow 
11017,  Scikit-learn 
11019,  Scikit-learn 
11019,  TensorFlow 
11020,  TensorFlow 
11020,  Scikit-learn 
11021,  Scikit-learn 
11022,  Scikit-learn 
11022,  TensorFlow 
11024, JAX 
11024, Keras 
11024,  TensorFlow 
11024,  Scikit-learn 
11025, Keras 
11026,  TensorFlow 
11026, Keras 
11027,  TensorFlow 
11027, Keras 
11027, Xgboost 
11027,  Scikit-learn 
11028, PyTorch Lightning 
11028, LightGBM 
11028,  TensorFlow 
11028, PyTorch 
11028, Keras 
11028, Xgboost 
11028, CatBoost 
11028,  Scikit-learn 
11029,  Scikit-learn 
11029,  TensorFlow 
11029, Keras 
11030, PyTorch 
11030,  Scikit-learn 
11030, PyTorch Lightning 
11032,Other
11033,  Scikit-learn 
11033,  TensorFlow 
11034, PyTorch 
11035, Huggingface 
11035, Keras 
11035, PyTorch 
11035,  Scikit-learn 
11035, Xgboost 
11035, Caret 
11035,  TensorFlow 
11035, JAX 
11035, Fast.ai 
11037,  Scikit-learn 
11037,  TensorFlow 
11037, Keras 
11038,  Scikit-learn 
11038, Xgboost 
11041, Keras 
11041,  Scikit-learn 
11041, CatBoost 
11042, Keras 
11042,  TensorFlow 
11042,  Scikit-learn 
11044, Keras 
11044, PyTorch 
