id,algorithm
10669,Bayesian Approaches
10669,Decision Trees or Random Forests
10669,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10669,Recurrent Neural Networks
10669,"Transformer Networks (BERT, gpt-3, etc)"
10669,"Dense Neural Networks (MLPs, etc)"
10669,Linear or Logistic Regression
10670,Graph Neural Networks
10670,Linear or Logistic Regression
10672,Recurrent Neural Networks
10672,"Dense Neural Networks (MLPs, etc)"
10672,Convolutional Neural Networks
10672,Decision Trees or Random Forests
10672,Linear or Logistic Regression
10672,Graph Neural Networks
10672,Bayesian Approaches
10673,Decision Trees or Random Forests
10673,Linear or Logistic Regression
10674,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10674,Decision Trees or Random Forests
10674,Linear or Logistic Regression
10675,Recurrent Neural Networks
10675,Decision Trees or Random Forests
10675,"Autoencoder Networks (DAE, VAE, etc)"
10675,"Transformer Networks (BERT, gpt-3, etc)"
10675,Convolutional Neural Networks
10675,"Dense Neural Networks (MLPs, etc)"
10675,Linear or Logistic Regression
10675,Bayesian Approaches
10679,Recurrent Neural Networks
10679,"Autoencoder Networks (DAE, VAE, etc)"
10679,Convolutional Neural Networks
10679,Decision Trees or Random Forests
10679,"Transformer Networks (BERT, gpt-3, etc)"
10679,Linear or Logistic Regression
10679,"Dense Neural Networks (MLPs, etc)"
10680,Linear or Logistic Regression
10680,Bayesian Approaches
10680,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10680,Decision Trees or Random Forests
10682,"Autoencoder Networks (DAE, VAE, etc)"
10682,Evolutionary Approaches
10682,Convolutional Neural Networks
10682,"Transformer Networks (BERT, gpt-3, etc)"
10682,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10682,Linear or Logistic Regression
10682,Decision Trees or Random Forests
10682,"Dense Neural Networks (MLPs, etc)"
10682,Recurrent Neural Networks
10682,Graph Neural Networks
10682,Bayesian Approaches
10682,Generative Adversarial Networks
10685,"Dense Neural Networks (MLPs, etc)"
10685,"Transformer Networks (BERT, gpt-3, etc)"
10685,Convolutional Neural Networks
10685,Linear or Logistic Regression
10686,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10686,Linear or Logistic Regression
10686,Decision Trees or Random Forests
10687,Convolutional Neural Networks
10688,Bayesian Approaches
10688,Linear or Logistic Regression
10688,Convolutional Neural Networks
10688,"Dense Neural Networks (MLPs, etc)"
10688,Decision Trees or Random Forests
10689,"Dense Neural Networks (MLPs, etc)"
10689,Decision Trees or Random Forests
10690,Bayesian Approaches
10690,Graph Neural Networks
10691,Other
10691,Decision Trees or Random Forests
10691,Linear or Logistic Regression
10692,Convolutional Neural Networks
10692,Linear or Logistic Regression
10693,Decision Trees or Random Forests
10693,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10693,"Transformer Networks (BERT, gpt-3, etc)"
10693,Linear or Logistic Regression
10693,Convolutional Neural Networks
10693,"Dense Neural Networks (MLPs, etc)"
10698,Graph Neural Networks
10698,"Dense Neural Networks (MLPs, etc)"
10698,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10698,"Transformer Networks (BERT, gpt-3, etc)"
10702,Convolutional Neural Networks
10703,Decision Trees or Random Forests
10703,Linear or Logistic Regression
10703,Bayesian Approaches
10703,Convolutional Neural Networks
10707,Decision Trees or Random Forests
10707,Linear or Logistic Regression
10707,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10708,"Dense Neural Networks (MLPs, etc)"
10708,"Autoencoder Networks (DAE, VAE, etc)"
10708,Linear or Logistic Regression
10708,Decision Trees or Random Forests
10709,Linear or Logistic Regression
10709,Decision Trees or Random Forests
10709,Bayesian Approaches
10710,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10710,Decision Trees or Random Forests
10710,Recurrent Neural Networks
10710,"Dense Neural Networks (MLPs, etc)"
10710,Bayesian Approaches
10710,Convolutional Neural Networks
10710,Linear or Logistic Regression
10711,Linear or Logistic Regression
10711,Decision Trees or Random Forests
10712,Convolutional Neural Networks
10713,Linear or Logistic Regression
10713,Decision Trees or Random Forests
10714,Convolutional Neural Networks
10714,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10714,Linear or Logistic Regression
10714,Decision Trees or Random Forests
10718,Linear or Logistic Regression
10718,Decision Trees or Random Forests
10718,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10719,Generative Adversarial Networks
10720,Decision Trees or Random Forests
10720,Graph Neural Networks
10720,Linear or Logistic Regression
10720,Other
10721,Bayesian Approaches
10721,Decision Trees or Random Forests
10721,Linear or Logistic Regression
10721,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10723,Recurrent Neural Networks
10723,"Dense Neural Networks (MLPs, etc)"
10723,Linear or Logistic Regression
10725,Linear or Logistic Regression
10725,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10725,Bayesian Approaches
10725,Decision Trees or Random Forests
10727,Convolutional Neural Networks
10728,Linear or Logistic Regression
10728,Decision Trees or Random Forests
10730,Convolutional Neural Networks
10730,Linear or Logistic Regression
10731,Decision Trees or Random Forests
10731,Recurrent Neural Networks
10731,"Transformer Networks (BERT, gpt-3, etc)"
10731,Linear or Logistic Regression
10732,Linear or Logistic Regression
10732,Decision Trees or Random Forests
10733,Decision Trees or Random Forests
10733,Linear or Logistic Regression
10733,"Transformer Networks (BERT, gpt-3, etc)"
10733,Recurrent Neural Networks
10734,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10734,Decision Trees or Random Forests
10734,Linear or Logistic Regression
10734,Convolutional Neural Networks
10735,Linear or Logistic Regression
10735,Decision Trees or Random Forests
10736,Decision Trees or Random Forests
10736,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10736,Convolutional Neural Networks
10736,"Autoencoder Networks (DAE, VAE, etc)"
10736,Linear or Logistic Regression
10736,Recurrent Neural Networks
10737,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10737,"Dense Neural Networks (MLPs, etc)"
10737,Linear or Logistic Regression
10737,Decision Trees or Random Forests
10737,Convolutional Neural Networks
10742,Bayesian Approaches
10744,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10744,Decision Trees or Random Forests
10744,Linear or Logistic Regression
10746,Linear or Logistic Regression
10746,Convolutional Neural Networks
10746,Decision Trees or Random Forests
10746,Recurrent Neural Networks
10750,Graph Neural Networks
10750,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10750,Bayesian Approaches
10750,"Autoencoder Networks (DAE, VAE, etc)"
10750,"Transformer Networks (BERT, gpt-3, etc)"
10750,Convolutional Neural Networks
10750,Decision Trees or Random Forests
10750,Linear or Logistic Regression
10751,Linear or Logistic Regression
10751,Recurrent Neural Networks
10751,Decision Trees or Random Forests
10751,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10751,"Dense Neural Networks (MLPs, etc)"
10752,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10752,Linear or Logistic Regression
10752,Decision Trees or Random Forests
10753,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10753,Bayesian Approaches
10753,Recurrent Neural Networks
10753,Decision Trees or Random Forests
10753,Linear or Logistic Regression
10753,"Dense Neural Networks (MLPs, etc)"
10753,Convolutional Neural Networks
10754,Decision Trees or Random Forests
10754,Convolutional Neural Networks
10754,Generative Adversarial Networks
10754,Linear or Logistic Regression
10757,Linear or Logistic Regression
10757,Decision Trees or Random Forests
10762,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10762,Decision Trees or Random Forests
10762,Graph Neural Networks
10762,"Dense Neural Networks (MLPs, etc)"
10762,Linear or Logistic Regression
10763,"Dense Neural Networks (MLPs, etc)"
10763,Evolutionary Approaches
10764,Decision Trees or Random Forests
10764,"Dense Neural Networks (MLPs, etc)"
10764,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10764,Linear or Logistic Regression
10764,Convolutional Neural Networks
10765,Generative Adversarial Networks
10765,"Dense Neural Networks (MLPs, etc)"
10765,Convolutional Neural Networks
10765,Linear or Logistic Regression
10766,Convolutional Neural Networks
10766,Linear or Logistic Regression
10766,Decision Trees or Random Forests
10768,Linear or Logistic Regression
10768,Decision Trees or Random Forests
10770,Linear or Logistic Regression
10772,"Dense Neural Networks (MLPs, etc)"
10772,Convolutional Neural Networks
10772,"Transformer Networks (BERT, gpt-3, etc)"
10772,Recurrent Neural Networks
10773,Recurrent Neural Networks
10773,Decision Trees or Random Forests
10773,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10773,Linear or Logistic Regression
10775,Other
10775,"Transformer Networks (BERT, gpt-3, etc)"
10775,"Dense Neural Networks (MLPs, etc)"
10775,Recurrent Neural Networks
10775,Convolutional Neural Networks
10776,Bayesian Approaches
10776,Decision Trees or Random Forests
10776,Linear or Logistic Regression
10776,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10777,Decision Trees or Random Forests
10777,Recurrent Neural Networks
10777,Convolutional Neural Networks
10777,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10778,"Transformer Networks (BERT, gpt-3, etc)"
10778,Linear or Logistic Regression
10778,"Dense Neural Networks (MLPs, etc)"
10778,Convolutional Neural Networks
10778,Decision Trees or Random Forests
10779,Decision Trees or Random Forests
10779,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10779,Bayesian Approaches
10779,Linear or Logistic Regression
10779,Graph Neural Networks
10780,Decision Trees or Random Forests
10780,Linear or Logistic Regression
10780,Convolutional Neural Networks
10783,Linear or Logistic Regression
10783,Decision Trees or Random Forests
10785,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10785,Bayesian Approaches
10785,Convolutional Neural Networks
10785,Linear or Logistic Regression
10785,Generative Adversarial Networks
10785,Decision Trees or Random Forests
10788,Linear or Logistic Regression
10789,Linear or Logistic Regression
10789,Decision Trees or Random Forests
10790,Decision Trees or Random Forests
10790,Linear or Logistic Regression
10791,Convolutional Neural Networks
10791,Linear or Logistic Regression
10792,"Transformer Networks (BERT, gpt-3, etc)"
10792,Convolutional Neural Networks
10792,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10792,Bayesian Approaches
10792,Linear or Logistic Regression
10792,"Dense Neural Networks (MLPs, etc)"
10792,Generative Adversarial Networks
10793,Convolutional Neural Networks
10793,"Dense Neural Networks (MLPs, etc)"
10796,"Transformer Networks (BERT, gpt-3, etc)"
10796,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10796,Linear or Logistic Regression
10796,Decision Trees or Random Forests
10797,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10797,Decision Trees or Random Forests
10797,Linear or Logistic Regression
10800,Convolutional Neural Networks
10800,Decision Trees or Random Forests
10800,Linear or Logistic Regression
10801,"Dense Neural Networks (MLPs, etc)"
10801,Linear or Logistic Regression
10808,Linear or Logistic Regression
10808,"Dense Neural Networks (MLPs, etc)"
10810,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10811,Linear or Logistic Regression
10812,Other
10814,Linear or Logistic Regression
10814,Decision Trees or Random Forests
10814,Recurrent Neural Networks
10815,Decision Trees or Random Forests
10815,Bayesian Approaches
10815,Linear or Logistic Regression
10815,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10815,Graph Neural Networks
10815,Recurrent Neural Networks
10815,"Dense Neural Networks (MLPs, etc)"
10816,Decision Trees or Random Forests
10816,Linear or Logistic Regression
10818,Linear or Logistic Regression
10818,Convolutional Neural Networks
10819,Convolutional Neural Networks
10819,Generative Adversarial Networks
10820,"Dense Neural Networks (MLPs, etc)"
10820,Convolutional Neural Networks
10821,Linear or Logistic Regression
10821,Convolutional Neural Networks
10821,Decision Trees or Random Forests
10821,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10821,"Dense Neural Networks (MLPs, etc)"
10822,Bayesian Approaches
10822,"Transformer Networks (BERT, gpt-3, etc)"
10822,Recurrent Neural Networks
10822,Decision Trees or Random Forests
10822,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10822,Other
10822,"Autoencoder Networks (DAE, VAE, etc)"
10822,Evolutionary Approaches
10822,Convolutional Neural Networks
10822,Generative Adversarial Networks
10822,Linear or Logistic Regression
10822,"Dense Neural Networks (MLPs, etc)"
10823,Convolutional Neural Networks
10823,Decision Trees or Random Forests
10823,Recurrent Neural Networks
10824,Linear or Logistic Regression
10824,Evolutionary Approaches
10824,Decision Trees or Random Forests
10824,Recurrent Neural Networks
10824,Bayesian Approaches
10825,"Autoencoder Networks (DAE, VAE, etc)"
10825,Linear or Logistic Regression
10825,Decision Trees or Random Forests
10825,Recurrent Neural Networks
10825,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10825,Convolutional Neural Networks
10825,"Transformer Networks (BERT, gpt-3, etc)"
10825,Graph Neural Networks
10825,"Dense Neural Networks (MLPs, etc)"
10826,Decision Trees or Random Forests
10826,Evolutionary Approaches
10826,Linear or Logistic Regression
10826,Other
10826,Convolutional Neural Networks
10826,"Autoencoder Networks (DAE, VAE, etc)"
10826,"Dense Neural Networks (MLPs, etc)"
10827,Decision Trees or Random Forests
10827,Linear or Logistic Regression
10827,Convolutional Neural Networks
10828,Decision Trees or Random Forests
10828,Other
10828,Linear or Logistic Regression
10829,Decision Trees or Random Forests
10829,Linear or Logistic Regression
10835,Decision Trees or Random Forests
10835,Recurrent Neural Networks
10835,Linear or Logistic Regression
10836,Decision Trees or Random Forests
10836,Linear or Logistic Regression
10840,Bayesian Approaches
10840,Generative Adversarial Networks
10840,Linear or Logistic Regression
10840,Decision Trees or Random Forests
10841,Other
10842,Recurrent Neural Networks
10842,Linear or Logistic Regression
10842,Convolutional Neural Networks
10842,Decision Trees or Random Forests
10845,Convolutional Neural Networks
10845,Recurrent Neural Networks
10845,"Transformer Networks (BERT, gpt-3, etc)"
10846,Decision Trees or Random Forests
10846,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10846,Convolutional Neural Networks
10846,Linear or Logistic Regression
10847,Linear or Logistic Regression
10847,Decision Trees or Random Forests
10850,Linear or Logistic Regression
10850,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10850,Bayesian Approaches
10850,Decision Trees or Random Forests
10851,Linear or Logistic Regression
10852,Linear or Logistic Regression
10852,Generative Adversarial Networks
10852,Convolutional Neural Networks
10854,Decision Trees or Random Forests
10854,Linear or Logistic Regression
10855,"Transformer Networks (BERT, gpt-3, etc)"
10855,Linear or Logistic Regression
10855,Decision Trees or Random Forests
10858,Linear or Logistic Regression
10860,Generative Adversarial Networks
10860,Convolutional Neural Networks
10860,"Dense Neural Networks (MLPs, etc)"
10860,Recurrent Neural Networks
10860,"Autoencoder Networks (DAE, VAE, etc)"
10860,"Transformer Networks (BERT, gpt-3, etc)"
10860,Linear or Logistic Regression
10865,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10866,Convolutional Neural Networks
10866,Bayesian Approaches
10866,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10866,Decision Trees or Random Forests
10866,Linear or Logistic Regression
10867,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10867,Decision Trees or Random Forests
10869,Decision Trees or Random Forests
10869,Linear or Logistic Regression
10870,Linear or Logistic Regression
10870,Recurrent Neural Networks
10870,Convolutional Neural Networks
10870,"Dense Neural Networks (MLPs, etc)"
10870,"Transformer Networks (BERT, gpt-3, etc)"
10870,"Autoencoder Networks (DAE, VAE, etc)"
10871,Decision Trees or Random Forests
10871,Graph Neural Networks
10873,Convolutional Neural Networks
10873,Linear or Logistic Regression
10873,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10873,"Dense Neural Networks (MLPs, etc)"
10873,Decision Trees or Random Forests
10873,Recurrent Neural Networks
10873,"Autoencoder Networks (DAE, VAE, etc)"
10876,"Dense Neural Networks (MLPs, etc)"
10876,Evolutionary Approaches
10877,Convolutional Neural Networks
10878,Linear or Logistic Regression
10879,"Transformer Networks (BERT, gpt-3, etc)"
10879,"Dense Neural Networks (MLPs, etc)"
10879,Linear or Logistic Regression
10879,Generative Adversarial Networks
10881,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10882,Convolutional Neural Networks
10882,Decision Trees or Random Forests
10882,"Autoencoder Networks (DAE, VAE, etc)"
10882,Linear or Logistic Regression
10888,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10888,Linear or Logistic Regression
10888,Decision Trees or Random Forests
10888,Convolutional Neural Networks
10889,Other
10892,Linear or Logistic Regression
10892,Decision Trees or Random Forests
10893,"Autoencoder Networks (DAE, VAE, etc)"
10893,Linear or Logistic Regression
10893,Decision Trees or Random Forests
10893,"Dense Neural Networks (MLPs, etc)"
10894,Linear or Logistic Regression
10899,Decision Trees or Random Forests
10899,"Dense Neural Networks (MLPs, etc)"
10899,Convolutional Neural Networks
10899,Bayesian Approaches
10899,Linear or Logistic Regression
10899,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10899,"Autoencoder Networks (DAE, VAE, etc)"
10900,Convolutional Neural Networks
10900,Decision Trees or Random Forests
10901,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10901,Linear or Logistic Regression
10903,"Autoencoder Networks (DAE, VAE, etc)"
10903,Generative Adversarial Networks
10903,"Dense Neural Networks (MLPs, etc)"
10903,Convolutional Neural Networks
10903,Recurrent Neural Networks
10904,Decision Trees or Random Forests
10904,Linear or Logistic Regression
10906,Convolutional Neural Networks
10906,Graph Neural Networks
10906,Bayesian Approaches
10906,Evolutionary Approaches
10906,Linear or Logistic Regression
10906,"Autoencoder Networks (DAE, VAE, etc)"
10906,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10906,Decision Trees or Random Forests
10906,"Dense Neural Networks (MLPs, etc)"
10906,Generative Adversarial Networks
10907,Linear or Logistic Regression
10908,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10908,Decision Trees or Random Forests
10908,Linear or Logistic Regression
10909,Recurrent Neural Networks
10909,"Autoencoder Networks (DAE, VAE, etc)"
10909,"Dense Neural Networks (MLPs, etc)"
10909,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10909,Convolutional Neural Networks
10909,Decision Trees or Random Forests
10909,Linear or Logistic Regression
10910,Linear or Logistic Regression
10910,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10910,Decision Trees or Random Forests
10911,Bayesian Approaches
10911,Linear or Logistic Regression
10911,Graph Neural Networks
10911,Recurrent Neural Networks
10911,Decision Trees or Random Forests
10912,Decision Trees or Random Forests
10912,Linear or Logistic Regression
10912,Convolutional Neural Networks
10917,Other
10919,Linear or Logistic Regression
10919,"Autoencoder Networks (DAE, VAE, etc)"
10919,Convolutional Neural Networks
10920,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10920,Convolutional Neural Networks
10920,Decision Trees or Random Forests
10920,Linear or Logistic Regression
10921,Decision Trees or Random Forests
10921,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10921,Linear or Logistic Regression
10924,Linear or Logistic Regression
10924,Convolutional Neural Networks
10925,Convolutional Neural Networks
10925,Linear or Logistic Regression
10925,Decision Trees or Random Forests
10925,Bayesian Approaches
10925,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10926,Linear or Logistic Regression
10930,Decision Trees or Random Forests
10934,Convolutional Neural Networks
10934,"Transformer Networks (BERT, gpt-3, etc)"
10934,Recurrent Neural Networks
10934,Bayesian Approaches
10934,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10937,Linear or Logistic Regression
10937,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10937,Decision Trees or Random Forests
10941,Convolutional Neural Networks
10942,"Dense Neural Networks (MLPs, etc)"
10942,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10942,Decision Trees or Random Forests
10942,Recurrent Neural Networks
10942,Bayesian Approaches
10942,Linear or Logistic Regression
10942,Convolutional Neural Networks
10943,"Dense Neural Networks (MLPs, etc)"
10943,"Transformer Networks (BERT, gpt-3, etc)"
10943,Recurrent Neural Networks
10943,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10943,Convolutional Neural Networks
10943,Linear or Logistic Regression
10943,Decision Trees or Random Forests
10944,"Dense Neural Networks (MLPs, etc)"
10944,Linear or Logistic Regression
10945,Decision Trees or Random Forests
10945,Linear or Logistic Regression
10947,Convolutional Neural Networks
10947,Generative Adversarial Networks
10947,"Autoencoder Networks (DAE, VAE, etc)"
10948,Convolutional Neural Networks
10948,Decision Trees or Random Forests
10948,Evolutionary Approaches
10948,Recurrent Neural Networks
10948,"Autoencoder Networks (DAE, VAE, etc)"
10948,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10948,"Dense Neural Networks (MLPs, etc)"
10950,"Transformer Networks (BERT, gpt-3, etc)"
10950,"Autoencoder Networks (DAE, VAE, etc)"
10950,Decision Trees or Random Forests
10950,Linear or Logistic Regression
10950,Recurrent Neural Networks
10951,Linear or Logistic Regression
10951,Bayesian Approaches
10953,Linear or Logistic Regression
10953,Decision Trees or Random Forests
10954,Decision Trees or Random Forests
10954,Linear or Logistic Regression
10955,Decision Trees or Random Forests
10957,Bayesian Approaches
10957,Decision Trees or Random Forests
10957,Recurrent Neural Networks
10957,Linear or Logistic Regression
10957,"Transformer Networks (BERT, gpt-3, etc)"
10957,"Dense Neural Networks (MLPs, etc)"
10958,Decision Trees or Random Forests
10958,Linear or Logistic Regression
10958,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10958,Recurrent Neural Networks
10959,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10959,Linear or Logistic Regression
10959,Other
10959,Bayesian Approaches
10959,Decision Trees or Random Forests
10960,Linear or Logistic Regression
10960,Decision Trees or Random Forests
10961,Linear or Logistic Regression
10962,Linear or Logistic Regression
10962,Convolutional Neural Networks
10962,Graph Neural Networks
10962,Decision Trees or Random Forests
10962,Bayesian Approaches
10966,Linear or Logistic Regression
10966,Decision Trees or Random Forests
10966,"Dense Neural Networks (MLPs, etc)"
10967,Linear or Logistic Regression
10967,Bayesian Approaches
10968,Generative Adversarial Networks
10968,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10968,"Dense Neural Networks (MLPs, etc)"
10968,Convolutional Neural Networks
10968,Decision Trees or Random Forests
10970,"Dense Neural Networks (MLPs, etc)"
10970,Bayesian Approaches
10970,Linear or Logistic Regression
10972,"Transformer Networks (BERT, gpt-3, etc)"
10972,Linear or Logistic Regression
10972,Convolutional Neural Networks
10972,"Dense Neural Networks (MLPs, etc)"
10974,Recurrent Neural Networks
10974,"Dense Neural Networks (MLPs, etc)"
10974,Linear or Logistic Regression
10975,"Dense Neural Networks (MLPs, etc)"
10975,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10975,Linear or Logistic Regression
10975,Decision Trees or Random Forests
10977,Graph Neural Networks
10977,"Transformer Networks (BERT, gpt-3, etc)"
10977,Decision Trees or Random Forests
10978,Decision Trees or Random Forests
10978,Linear or Logistic Regression
10979,Decision Trees or Random Forests
10979,Linear or Logistic Regression
10980,Linear or Logistic Regression
10980,Decision Trees or Random Forests
10981,Linear or Logistic Regression
10981,Recurrent Neural Networks
10981,"Dense Neural Networks (MLPs, etc)"
10981,Convolutional Neural Networks
10982,Graph Neural Networks
10982,Bayesian Approaches
10982,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10983,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10983,Bayesian Approaches
10983,Recurrent Neural Networks
10983,Decision Trees or Random Forests
10983,Linear or Logistic Regression
10984,Decision Trees or Random Forests
10984,"Dense Neural Networks (MLPs, etc)"
10984,Linear or Logistic Regression
10984,Recurrent Neural Networks
10984,Convolutional Neural Networks
10986,Linear or Logistic Regression
10986,Bayesian Approaches
10986,"Dense Neural Networks (MLPs, etc)"
10986,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10986,Convolutional Neural Networks
10986,Graph Neural Networks
10987,"Transformer Networks (BERT, gpt-3, etc)"
10992,Linear or Logistic Regression
10992,Convolutional Neural Networks
10993,Linear or Logistic Regression
10994,Linear or Logistic Regression
10994,Convolutional Neural Networks
10998,Linear or Logistic Regression
10998,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
10998,Decision Trees or Random Forests
11000,Bayesian Approaches
11004,Convolutional Neural Networks
11004,Linear or Logistic Regression
11004,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11004,"Dense Neural Networks (MLPs, etc)"
11004,Recurrent Neural Networks
11004,Decision Trees or Random Forests
11009,Decision Trees or Random Forests
11009,Recurrent Neural Networks
11009,Linear or Logistic Regression
11009,Graph Neural Networks
11010,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11010,Decision Trees or Random Forests
11010,Linear or Logistic Regression
11011,Linear or Logistic Regression
11011,Decision Trees or Random Forests
11012,Decision Trees or Random Forests
11012,Bayesian Approaches
11012,Linear or Logistic Regression
11013,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11013,Decision Trees or Random Forests
11013,Linear or Logistic Regression
11014,Decision Trees or Random Forests
11014,Linear or Logistic Regression
11015,Convolutional Neural Networks
11015,Bayesian Approaches
11015,Linear or Logistic Regression
11016,Linear or Logistic Regression
11016,"Dense Neural Networks (MLPs, etc)"
11016,Convolutional Neural Networks
11016,Bayesian Approaches
11017,Bayesian Approaches
11017,Linear or Logistic Regression
11017,Decision Trees or Random Forests
11019,Recurrent Neural Networks
11019,Convolutional Neural Networks
11020,Linear or Logistic Regression
11020,Graph Neural Networks
11021,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11021,Decision Trees or Random Forests
11021,Linear or Logistic Regression
11021,Bayesian Approaches
11022,"Dense Neural Networks (MLPs, etc)"
11022,Linear or Logistic Regression
11022,"Autoencoder Networks (DAE, VAE, etc)"
11022,Decision Trees or Random Forests
11024,Bayesian Approaches
11024,Graph Neural Networks
11024,Decision Trees or Random Forests
11024,Linear or Logistic Regression
11024,Recurrent Neural Networks
11025,Linear or Logistic Regression
11026,Decision Trees or Random Forests
11026,Bayesian Approaches
11026,Linear or Logistic Regression
11027,Linear or Logistic Regression
11027,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11027,Decision Trees or Random Forests
11027,"Dense Neural Networks (MLPs, etc)"
11028,Linear or Logistic Regression
11028,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11028,Bayesian Approaches
11028,Convolutional Neural Networks
11028,"Dense Neural Networks (MLPs, etc)"
11028,Decision Trees or Random Forests
11029,Linear or Logistic Regression
11029,"Dense Neural Networks (MLPs, etc)"
11030,"Autoencoder Networks (DAE, VAE, etc)"
11030,Linear or Logistic Regression
11030,Recurrent Neural Networks
11030,Convolutional Neural Networks
11030,"Dense Neural Networks (MLPs, etc)"
11030,"Transformer Networks (BERT, gpt-3, etc)"
11031,Bayesian Approaches
11031,"Autoencoder Networks (DAE, VAE, etc)"
11032,Other
11033,Linear or Logistic Regression
11033,Decision Trees or Random Forests
11033,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11035,Decision Trees or Random Forests
11035,Generative Adversarial Networks
11035,Recurrent Neural Networks
11035,"Transformer Networks (BERT, gpt-3, etc)"
11035,"Autoencoder Networks (DAE, VAE, etc)"
11035,"Dense Neural Networks (MLPs, etc)"
11035,Convolutional Neural Networks
11037,Linear or Logistic Regression
11037,Graph Neural Networks
11037,Convolutional Neural Networks
11037,"Autoencoder Networks (DAE, VAE, etc)"
11037,"Transformer Networks (BERT, gpt-3, etc)"
11037,"Dense Neural Networks (MLPs, etc)"
11037,Recurrent Neural Networks
11038,Linear or Logistic Regression
11038,Bayesian Approaches
11038,Decision Trees or Random Forests
11038,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11040,Linear or Logistic Regression
11040,Decision Trees or Random Forests
11041,Linear or Logistic Regression
11041,Decision Trees or Random Forests
